CMSSWID,SM/iz,TT/SC,Strip,XTAL,iphi/ix,ieta/iy,eta,eta_ring,A,t0,alpha,beta,stripid
872420439,-1,104,5,2,40,87,-1.7711,-21,0.22489,122.74600000000001,1.32876,40.9922,197640
872420440,-1,104,5,1,40,88,-1.7468299999999999,-21,0.22095399999999998,123.022,1.1965,44.3999,197640
872420441,-1,104,4,3,40,89,-1.7230900000000002,-20,0.22419899999999998,122.73299999999999,1.31305,41.5972,197384
872420442,-1,104,4,1,40,90,-1.69987,-20,0.23410599999999998,121.71799999999999,1.42841,37.5418,197384
872420443,-1,105,4,4,40,91,-1.6787299999999998,-20,0.231553,122.295,1.44429,37.7873,197336
872420444,-1,105,4,2,40,92,-1.65662,-20,0.22791199999999998,123.27799999999999,1.45592,38.455,197336
872420445,-1,105,5,5,40,93,-1.63496,-19,0.233783,122.353,1.59067,35.5385,197072
872420446,-1,105,5,3,40,94,-1.61374,-19,0.234058,122.031,1.53591,36.0925,197072
872420447,-1,105,5,1,40,95,-1.59295,-19,0.23032600000000003,124.176,1.5238200000000002,37.3056,197072
872420448,-1,106,2,3,40,96,-1.5746200000000001,-19,0.22797399999999998,123.52799999999999,1.4555799999999999,38.5177,196816
872420449,-1,106,2,1,40,97,-1.55475,-18,0.23297600000000002,123.965,1.55168,36.3798,196816
872420481,-1,175,1,1,41,1,-1.49032,-18,0.22863000000000003,125.794,1.52637,37.9128,262288
872420483,-1,175,1,3,41,3,-1.5282799999999999,-18,0.229938,124.152,1.46413,38.2186,262288
872420484,-1,175,1,4,41,4,-1.5478,-18,0.223311,125.78,1.48024,39.8162,262288
872420485,-1,175,1,5,41,5,-1.56771,-19,0.22828600000000002,124.117,1.4649,38.6052,262288
872420486,-1,174,1,1,41,6,-1.5858,-19,0.23765799999999998,124.882,1.59267,34.9786,262544
872420487,-1,174,1,3,41,7,-1.60664,-19,0.237112,123.53399999999999,1.5368700000000002,35.7089,262544
872420488,-1,174,1,5,41,8,-1.62791,-19,0.2346,123.741,1.5387,36.1154,262544
872420489,-1,174,2,2,41,9,-1.64963,-19,0.232267,123.86200000000001,1.51282,36.8232,262808
872420490,-1,174,2,4,41,10,-1.67182,-20,0.23532600000000004,121.383,1.43716,36.9882,262808
872420491,-1,173,2,1,41,11,-1.6927599999999998,-20,0.23351100000000002,123.62899999999999,1.51416,36.5882,262800
872420492,-1,173,2,3,41,12,-1.71606,-20,0.236337,120.949,1.50704,35.7473,262800
872420493,-1,173,1,1,41,13,-1.7399,-20,0.235046,122.046,1.41351,37.6394,263048
872420494,-1,173,1,2,41,14,-1.7643,-21,0.234839,122.851,1.5104799999999998,36.3502,263048
872420495,-1,173,1,4,41,15,-1.78928,-21,0.23553400000000002,122.056,1.54865,35.5476,263048
872420496,-1,172,1,1,41,16,-1.8136599999999998,-21,0.23549299999999998,123.473,1.49747,36.4854,114776
872420497,-1,172,1,2,41,17,-1.84001,-22,0.23344299999999998,123.32600000000001,1.43571,37.7402,114776
872420498,-1,172,1,3,41,18,-1.86703,-22,0.229095,124.51299999999999,1.4575799999999999,38.4524,114776
872420499,-1,172,1,4,41,19,-1.89474,-22,0.23178400000000002,123.072,1.43629,38.043,114776
872420500,-1,172,1,5,41,20,-1.9231900000000002,-22,0.22978,121.91,1.35561,39.4214,114776
872420501,-1,171,2,1,41,21,-1.95182,-23,0.23714000000000002,121.662,1.4822799999999998,36.0719,115016
872420502,-1,171,2,3,41,22,-1.98197,-23,0.23656,120.795,1.4512200000000002,36.5608,115016
872420503,-1,171,1,1,41,23,-2.0129599999999996,-23,0.234435,122.916,1.49596,36.4784,115272
872420504,-1,171,1,2,41,24,-2.04485,-24,0.23529499999999998,121.92200000000001,1.43785,37.2009,115272
872420505,-1,171,1,4,41,25,-2.07766,-24,0.235634,122.256,1.48212,36.5036,115272
872420506,-1,170,1,1,41,26,-2.11156,-24,0.23075,122.00399999999999,1.3882700000000001,38.7283,107528
872420507,-1,170,1,2,41,27,-2.1465,-24,0.23035,122.306,1.41783,38.4361,107528
872420508,-1,170,1,3,41,28,-2.1825099999999997,-25,0.22870900000000002,122.285,1.40654,38.9863,107528
872420509,-1,170,1,4,41,29,-2.21965,-25,0.23044,120.132,1.3316700000000001,39.4615,107528
872420510,-1,170,1,5,41,30,-2.25795,-25,0.231696,120.955,1.41231,38.0976,107528
872420511,-1,169,1,1,41,31,-2.29838,-25,0.23659000000000002,121.404,1.4817200000000001,36.2384,107720
872420512,-1,169,1,2,41,32,-2.33928,-26,0.23628600000000002,119.195,1.3772,37.4286,107720
872420513,-1,169,1,3,41,33,-2.38148,-26,0.232514,121.24,1.43391,37.5686,107720
872420514,-1,169,2,1,41,34,-2.425,-26,0.23052899999999998,119.766,1.3475,39.2289,108040
872420515,-1,169,2,3,41,35,-2.4698700000000002,-26,0.229214,119.917,1.32581,39.8778,108040
872420516,-1,168,2,1,41,36,-2.51785,-27,0.23425700000000002,117.37100000000001,1.37866,37.7363,107920
872420517,-1,168,2,3,41,37,-2.56544,-27,0.23262,117.245,1.3831799999999999,37.9133,107920
872420518,-1,168,1,1,41,38,-2.61425,-27,0.231339,119.98,1.3934799999999998,38.3972,108168
872420519,-1,168,1,2,41,39,-2.66415,-28,0.22991199999999998,120.038,1.3818700000000002,38.945,108168
872420520,-1,168,1,4,41,40,-2.71493,-28,0.23073400000000002,119.111,1.367,38.7914,108168
872420521,-1,167,1,2,41,41,-2.7688,-28,0.22892800000000002,124.197,1.34566,40.260999999999996,100104
872420522,-1,167,1,1,41,42,-2.82022,-28,0.230485,125.09899999999999,1.3843,39.4747,100104
872420523,-1,167,1,1,41,43,-2.87113,-28,0.234046,128.078,1.4507299999999999,37.9564,99992
872420538,-1,88,5,3,41,58,-2.89583,-28,0.233862,122.124,1.53007,36.4003,67208
872420539,-1,88,5,4,41,59,-2.84544,-28,0.235089,120.346,1.44309,37.0047,67208
872420540,-1,88,5,5,41,60,-2.79418,-28,0.232729,120.096,1.3935799999999998,38.1853,67208
872420541,-1,89,1,5,41,61,-2.7401400000000002,-28,0.23097399999999998,120.12700000000001,1.3625,38.9605,59160
872420542,-1,89,1,3,41,62,-2.68902,-28,0.231287,119.898,1.3522399999999999,39.0027,59160
872420543,-1,89,1,1,41,63,-2.63864,-27,0.23255599999999998,120.09100000000001,1.35925,38.6996,59160
872420544,-1,89,2,4,41,64,-2.58927,-27,0.23586700000000002,117.743,1.39279,37.1831,58888
872420545,-1,89,2,2,41,65,-2.54105,-27,0.233713,119.28,1.4022,37.6723,58888
872420546,-1,90,2,5,41,66,-2.49231,-26,0.230562,120.177,1.39689,38.4968,58776
872420547,-1,90,2,2,41,67,-2.44678,-26,0.232343,119.883,1.38116,38.397,58776
872420548,-1,90,1,4,41,68,-2.40258,-26,0.23419099999999998,120.31200000000001,1.4545299999999999,36.9246,58504
872420549,-1,90,1,2,41,69,-2.3597200000000003,-26,0.23642,119.682,1.42664,36.7504,58504
872420550,-1,90,1,1,41,70,-2.31818,-25,0.23450100000000001,120.25200000000001,1.37143,38.0222,58504
872420551,-1,91,1,5,41,71,-2.2770099999999998,-25,0.23613299999999998,120.509,1.4572100000000001,36.4413,58192
872420552,-1,91,1,4,41,72,-2.2381,-25,0.23281300000000002,121.32700000000001,1.41336,37.9085,58192
872420553,-1,91,1,3,41,73,-2.20039,-25,0.23226999999999998,121.973,1.45126,37.5813,58192
872420554,-1,91,1,2,41,74,-2.16382,-24,0.23254,122.365,1.4195799999999998,37.9532,58192
872420555,-1,91,1,1,41,75,-2.12834,-24,0.233673,122.90799999999999,1.50727,36.6266,58192
872420556,-1,92,1,5,41,76,-2.09382,-24,0.23340500000000003,122.255,1.4799200000000001,36.9954,49936
872420557,-1,92,1,4,41,77,-2.06053,-24,0.235632,120.83,1.40865,37.4149,49936
872420558,-1,92,1,2,41,78,-2.02818,-23,0.231621,122.015,1.3957,38.3296,49936
872420559,-1,92,2,5,41,79,-1.9967400000000002,-23,0.230283,122.209,1.4251200000000002,38.3785,49672
872420560,-1,92,2,2,41,80,-1.96617,-23,0.230658,122.26899999999999,1.45537,37.9153,49672
872420561,-1,93,1,5,41,81,-1.93703,-23,0.233194,122.757,1.47022,37.231,49416
872420562,-1,93,1,4,41,82,-1.9082,-22,0.23443699999999998,122.024,1.4514,37.1257,49416
872420563,-1,93,1,3,41,83,-1.88012,-22,0.23614000000000002,122.42299999999999,1.53395,35.791,49416
872420564,-1,93,1,2,41,84,-1.85275,-22,0.235013,123.31299999999999,1.49946,36.5979,49416
872420565,-1,93,1,1,41,85,-1.82607,-21,0.235733,123.26,1.50216,36.2307,49416
872420566,-1,94,1,5,41,86,-1.8012599999999999,-21,0.233474,121.667,1.4813100000000001,36.7458,197584
872420567,-1,94,1,4,41,87,-1.77598,-21,0.22805799999999998,122.385,1.3659999999999999,39.5786,197584
872420568,-1,94,1,2,41,88,-1.7512900000000002,-21,0.232332,122.771,1.4391399999999999,37.7908,197584
872420569,-1,94,2,5,41,89,-1.72717,-20,0.22955100000000003,122.64200000000001,1.48718,37.7665,197320
872420570,-1,94,2,2,41,90,-1.7035900000000002,-20,0.22606199999999999,122.773,1.3865399999999999,39.9539,197320
872420571,-1,95,2,5,41,91,-1.6823,-20,0.195553,140.303,1.19855,59.9776,197328
872420572,-1,95,2,3,41,92,-1.6598700000000002,-20,0.232829,122.40899999999999,1.51634,36.6252,197328
872420573,-1,95,1,5,41,93,-1.63791,-19,0.23150199999999999,123.8,1.51532,37.0105,197064
872420574,-1,95,1,4,41,94,-1.6164100000000001,-19,0.231944,122.743,1.4739200000000001,37.3555,197064
872420575,-1,95,1,2,41,95,-1.59535,-19,0.235571,124.134,1.58396,35.5381,197064
872420576,-1,96,1,5,41,96,-1.5769600000000001,-19,0.23331100000000002,123.26700000000001,1.48779,37.0598,196808
872420577,-1,96,1,4,41,97,-1.55685,-18,0.23216900000000001,123.704,1.52278,36.7652,196808
872420578,-1,96,1,3,41,98,-1.5371299999999999,-18,0.23162,124.221,1.493,37.5426,196808
872420579,-1,96,1,2,41,99,-1.51778,-18,0.23416399999999998,123.61200000000001,1.55396,36.0554,196808
872420580,-1,96,1,1,41,100,-1.4988,-18,0.23126,125.348,1.5526799999999998,36.7677,196808
872420609,-1,175,2,1,42,1,-1.49366,-18,0.22980100000000003,125.33,1.5734299999999999,36.9887,262344
872420610,-1,175,2,2,42,2,-1.5126,-18,0.22897800000000001,123.926,1.5272,37.3966,262344
872420611,-1,175,2,3,42,3,-1.53189,-18,0.229648,123.838,1.5436299999999998,37.1165,262344
872420612,-1,175,2,4,42,4,-1.55156,-18,0.22727199999999997,123.258,1.4562,38.8298,262344
872420613,-1,175,2,5,42,5,-1.57162,-19,0.231357,122.337,1.48042,37.4818,262344
872420614,-1,174,1,2,42,6,-1.58994,-19,0.236551,124.575,1.58149,35.2539,262544
872420615,-1,174,1,4,42,7,-1.61095,-19,0.23621,124.667,1.63208,34.7659,262544
872420616,-1,174,2,1,42,8,-1.63242,-19,0.230949,124.11,1.4933299999999998,37.5269,262808
872420617,-1,174,2,3,42,9,-1.6543400000000001,-20,0.23456999999999997,122.885,1.52514,36.1895,262808
872420618,-1,174,2,5,42,10,-1.6767400000000001,-20,0.234199,122.012,1.45413,37.0996,262808
872420619,-1,173,2,2,42,11,-1.6979799999999998,-20,0.235263,121.45299999999999,1.50664,36.1228,262800
872420620,-1,173,2,4,42,12,-1.72154,-20,0.23248899999999997,122.405,1.48918,37.0963,262800
872420621,-1,173,3,1,42,13,-1.74565,-21,0.231361,122.381,1.37055,39.0086,263056
872420622,-1,173,1,3,42,14,-1.7703400000000002,-21,0.228171,122.976,1.37347,39.4775,263048
872420623,-1,173,1,5,42,15,-1.7956299999999998,-21,0.23383800000000002,122.01799999999999,1.5084899999999999,36.4311,263048
872420624,-1,172,2,1,42,16,-1.82044,-21,0.23301999999999998,123.06,1.5030000000000001,36.8507,114824
872420626,-1,172,2,3,42,18,-1.87458,-22,0.23133099999999998,122.822,1.4907700000000002,37.371,114824
872420627,-1,172,2,4,42,19,-1.90273,-22,0.23145700000000002,121.829,1.4297,37.995,114824
872420628,-1,172,4,2,42,20,-1.93165,-23,0.229785,122.98200000000001,1.4504700000000001,38.1646,115080
872420629,-1,171,2,2,42,21,-1.96091,-23,0.23735799999999999,121.215,1.49671,35.7231,115016
872420630,-1,171,2,4,42,22,-1.99163,-23,0.23562199999999997,121.081,1.49825,36.0742,115016
872420631,-1,171,3,1,42,23,-2.02325,-23,0.234764,122.066,1.43886,37.2182,115280
872420632,-1,171,1,3,42,24,-2.05583,-24,0.23319,121.764,1.38574,38.2535,115272
872420633,-1,171,1,5,42,25,-2.0894,-24,0.23298200000000002,122.175,1.4046100000000001,38.0177,115272
872420634,-1,170,3,1,42,26,-2.1242799999999997,-24,0.23282199999999997,121.749,1.44444,37.4975,115528
872420635,-1,170,2,1,42,27,-2.16016,-24,0.23106500000000002,121.007,1.43756,37.8825,107536
872420636,-1,170,2,2,42,28,-2.19722,-25,0.232055,119.25299999999999,1.37706,38.604,107536
872420637,-1,170,2,3,42,29,-2.2355099999999997,-25,0.229285,119.49,1.35628,39.2688,107536
872420638,-1,170,2,4,42,30,-2.2751,-25,0.228796,120.15799999999999,1.38775,39.0644,107536
872420639,-1,169,3,1,42,31,-2.31718,-25,0.228359,121.523,1.33686,40.0866,107784
872420640,-1,169,3,3,42,32,-2.35973,-26,0.229854,118.98899999999999,1.2589,40.8374,107784
872420641,-1,169,1,4,42,33,-2.40377,-26,0.233202,119.802,1.3889200000000002,37.9852,107720
872420642,-1,169,1,5,42,34,-2.44938,-26,0.23301999999999998,119.884,1.41155,37.7022,107720
872420643,-1,169,2,4,42,35,-2.4966,-26,0.230383,118.87700000000001,1.34142,39.2423,108040
872420644,-1,168,2,2,42,36,-2.54759,-27,0.233904,117.884,1.40252,37.4807,107920
872420645,-1,168,2,4,42,37,-2.59826,-27,0.23282199999999997,117.492,1.41917,37.3861,107920
872420646,-1,168,2,5,42,38,-2.65057,-28,0.233298,116.29700000000001,1.38555,37.6146,107920
872420647,-1,168,1,3,42,39,-2.70445,-28,0.229444,118.925,1.42245,38.2473,108168
872420648,-1,168,1,5,42,40,-2.75975,-28,0.230933,118.38600000000001,1.35614,38.841,108168
872420649,-1,167,1,4,42,41,-2.81926,-28,0.230044,124.585,1.43249,38.7234,100104
872420650,-1,167,1,3,42,42,-2.87649,-28,0.232731,123.25399999999999,1.40164,38.4194,100104
872420667,-1,88,5,1,42,59,-2.90483,-28,0.232425,121.149,1.37563,38.4367,67208
872420668,-1,88,5,2,42,60,-2.84744,-28,0.235498,122.249,1.57386,35.4661,67208
872420669,-1,89,1,4,42,61,-2.78742,-28,0.23085100000000003,119.435,1.35256,39.0539,59160
872420670,-1,89,1,2,42,62,-2.7315,-28,0.228395,120.84299999999999,1.35166,39.7444,59160
872420671,-1,89,2,5,42,63,-2.67688,-28,0.232974,118.369,1.39131,37.8611,58888
872420672,-1,89,2,3,42,64,-2.62377,-27,0.232648,119.381,1.42419,37.5876,58888
872420673,-1,89,2,1,42,65,-2.57227,-27,0.23499,117.65799999999999,1.3452,37.9607,58888
872420674,-1,90,2,4,42,66,-2.52033,-27,0.23187600000000003,119.083,1.3747,38.4406,58776
872420675,-1,90,1,5,42,67,-2.47229,-26,0.234235,118.478,1.34155,38.3261,58504
872420676,-1,90,1,3,42,68,-2.42588,-26,0.237346,119.796,1.44824,36.2983,58504
872420677,-1,90,3,4,42,69,-2.3810599999999997,-26,0.22903600000000002,120.60799999999999,1.38139,39.0822,58440
872420678,-1,90,3,2,42,70,-2.33777,-26,0.23387399999999997,120.64399999999999,1.4185299999999998,37.5402,58440
872420679,-1,91,2,5,42,71,-2.29485,-25,0.23464200000000002,118.95700000000001,1.2864200000000001,39.1733,58184
872420680,-1,91,2,3,42,72,-2.2545900000000003,-25,0.23108,122.189,1.46777,37.5386,58184
872420681,-1,91,2,2,42,73,-2.21565,-25,0.230898,122.49600000000001,1.45489,37.8948,58184
872420682,-1,91,2,1,42,74,-2.17798,-25,0.23246999999999998,121.765,1.42745,37.9053,58184
872420683,-1,91,3,2,42,75,-2.14152,-24,0.235972,121.464,1.4859200000000001,36.3319,50192
872420684,-1,92,3,5,42,76,-2.10596,-24,0.234179,120.788,1.43992,37.1412,49928
872420685,-1,92,1,3,42,77,-2.07187,-24,0.23399499999999998,122.306,1.48498,36.7296,49936
872420686,-1,92,1,1,42,78,-2.03881,-23,0.22993899999999998,121.71,1.28473,40.3381,49936
872420687,-1,92,2,4,42,79,-2.00671,-23,0.228442,123.355,1.45723,38.4409,49672
872420688,-1,92,2,1,42,80,-1.97554,-23,0.231435,122.65,1.4592100000000001,37.6125,49672
872420689,-1,93,4,5,42,81,-1.9457400000000002,-23,0.233465,120.072,1.43534,37.2777,49608
872420690,-1,93,2,5,42,82,-1.91642,-22,0.23250900000000002,120.499,1.38428,38.0619,49360
872420691,-1,93,2,4,42,83,-1.88788,-22,0.234593,121.01799999999999,1.46815,36.6596,49360
872420692,-1,93,2,3,42,84,-1.8601,-22,0.23292,121.889,1.4601,37.2313,49360
872420693,-1,93,2,2,42,85,-1.83303,-22,0.23251100000000002,124.053,1.53958,36.4911,49360
872420694,-1,94,3,5,42,86,-1.80778,-21,0.229219,123.07600000000001,1.4535799999999999,38.3129,197576
872420695,-1,94,1,3,42,87,-1.78217,-21,0.23294299999999998,122.51899999999999,1.4902600000000001,36.953,197584
872420696,-1,94,1,1,42,88,-1.75718,-21,0.23319,123.036,1.50003,36.9878,197584
872420697,-1,94,2,4,42,89,-1.73278,-20,0.23192800000000002,123.133,1.5607600000000001,36.2934,197320
872420698,-1,94,2,1,42,90,-1.7089400000000001,-20,0.226648,123.60600000000001,1.35786,40.3405,197320
872420699,-1,95,2,4,42,91,-1.68734,-20,0.23248200000000002,121.71700000000001,1.47725,37.1519,197328
872420700,-1,95,2,2,42,92,-1.66468,-20,0.23244499999999998,122.53200000000001,1.49795,36.9414,197328
872420701,-1,95,2,1,42,93,-1.64252,-19,0.22334600000000002,124.635,1.35456,41.637,197328
872420702,-1,95,1,3,42,94,-1.6208200000000001,-19,0.23328600000000002,122.666,1.52387,36.3615,197064
872420703,-1,95,1,1,42,95,-1.59958,-19,0.23223000000000002,123.613,1.4788299999999999,37.3047,197064
872420704,-1,96,2,5,42,96,-1.58095,-19,0.23124,122.852,1.49709,37.2833,196760
872420705,-1,96,2,4,42,97,-1.56069,-18,0.221414,124.46,1.33877,42.0411,196760
872420706,-1,96,2,3,42,98,-1.54082,-18,0.234911,121.634,1.4687,36.8576,196760
872420707,-1,96,2,2,42,99,-1.5213299999999998,-18,0.23470700000000003,122.611,1.59798,35.0955,196760
872420708,-1,96,2,1,42,100,-1.50221,-18,0.23057600000000003,125.464,1.54005,37.0447,196760
872420737,-1,175,3,1,43,1,-1.4967,-18,0.23095,123.28399999999999,1.4677799999999999,37.6939,262352
872420738,-1,175,3,2,43,2,-1.51575,-18,0.23509000000000002,123.51700000000001,1.58816,35.3041,262352
872420739,-1,175,3,3,43,3,-1.5351700000000001,-18,0.22839600000000002,123.281,1.4602700000000002,38.2271,262352
872420740,-1,175,3,5,43,4,-1.55497,-18,0.218836,124.69,1.27997,43.8371,262352
872420741,-1,175,4,3,43,5,-1.5751700000000002,-19,0.229546,123.87100000000001,1.5372299999999999,37.1845,262608
872420742,-1,174,4,1,43,6,-1.59369,-19,0.234848,123.045,1.53606,36.118,262600
872420743,-1,174,3,1,43,7,-1.61486,-19,0.23269499999999999,124.53,1.48735,37.2627,262864
872420744,-1,174,3,2,43,8,-1.6365,-19,0.233537,123.79,1.53914,36.2946,262864
872420745,-1,174,3,3,43,9,-1.6586,-20,0.22725,124.26100000000001,1.37459,40.0614,262864
872420746,-1,174,3,4,43,10,-1.6812,-20,0.232084,124.43299999999999,1.51833,36.9837,262864
872420747,-1,173,4,1,43,11,-1.70271,-20,0.22987,122.87700000000001,1.4488299999999998,38.2212,262856
872420748,-1,173,2,5,43,12,-1.7265,-20,0.231727,121.96600000000001,1.45344,37.7262,262800
872420749,-1,173,3,2,43,13,-1.7508599999999999,-21,0.23157199999999997,123.932,1.50728,37.1979,263056
872420750,-1,173,3,3,43,14,-1.7758200000000002,-21,0.22811599999999999,122.527,1.3584,39.741,263056
872420751,-1,173,3,4,43,15,-1.80139,-21,0.230769,122.4,1.4562899999999999,37.9947,263056
872420752,-1,172,3,1,43,16,-1.8265900000000002,-21,0.22993899999999998,124.62700000000001,1.4865700000000002,37.6945,114832
872420753,-1,172,3,2,43,17,-1.85365,-22,0.23521199999999998,122.10700000000001,1.42062,37.4347,114832
872420754,-1,172,3,3,43,18,-1.8814400000000002,-22,0.234677,122.686,1.52921,36.0958,114832
872420755,-1,172,2,5,43,19,-1.90999,-22,0.232163,121.95,1.45417,37.673,114824
872420756,-1,172,4,3,43,20,-1.93935,-23,0.23058299999999998,121.931,1.42045,38.2966,115080
872420757,-1,171,4,1,43,21,-1.9691900000000002,-23,0.237556,121.196,1.45892,36.3323,115088
872420758,-1,171,2,5,43,22,-2.00044,-23,0.235801,121.15799999999999,1.47698,36.4283,115016
872420759,-1,171,3,2,43,23,-2.0326400000000002,-23,0.23499699999999998,121.91,1.44854,36.9339,115280
872420760,-1,171,3,3,43,24,-2.06586,-24,0.235846,121.99,1.49984,36.1485,115280
872420761,-1,171,3,4,43,25,-2.10013,-24,0.23546599999999998,122.794,1.55664,35.711,115280
872420762,-1,170,3,2,43,26,-2.13594,-24,0.226257,122.743,1.37629,40.1025,115528
872420763,-1,170,3,3,43,27,-2.1727,-25,0.228517,120.35,1.3076,40.295,115528
872420764,-1,170,3,4,43,28,-2.21073,-25,0.227285,121.251,1.35016,40.0924,115528
872420765,-1,170,3,5,43,29,-2.25011,-25,0.227023,120.89399999999999,1.37286,39.6803,115528
872420766,-1,170,2,5,43,30,-2.29093,-25,0.23146,118.22200000000001,1.3569799999999999,38.7228,107536
872420767,-1,169,3,2,43,31,-2.33459,-26,0.23189400000000002,119.844,1.36364,38.6507,107784
872420768,-1,169,3,4,43,32,-2.37872,-26,0.224834,120.79700000000001,1.22613,42.6034,107784
872420769,-1,169,3,5,43,33,-2.42456,-26,0.229665,120.587,1.39824,38.7359,107784
872420770,-1,169,2,2,43,34,-2.4722,-26,0.230723,119.595,1.37721,38.6762,108040
872420771,-1,169,2,5,43,35,-2.5217400000000003,-27,0.230616,117.926,1.2874,39.8374,108040
872420772,-1,168,4,1,43,36,-2.57571,-27,0.22879000000000002,118.598,1.3478,39.4879,108048
872420773,-1,168,4,4,43,37,-2.62948,-27,0.224665,117.616,1.2490299999999999,41.9794,108048
872420774,-1,168,3,1,43,38,-2.6853700000000003,-28,0.229467,118.60799999999999,1.3207799999999998,39.7521,108176
872420775,-1,168,3,3,43,39,-2.74337,-28,0.2298,116.99600000000001,1.24546,40.8742,108176
872420776,-1,168,3,5,43,40,-2.80343,-28,0.228316,117.553,1.29606,40.2984,108176
872420777,-1,167,1,5,43,41,-2.8689999999999998,-28,0.231239,124.785,1.46095,38.1315,100104
872420796,-1,88,5,1,43,60,-2.90025,-28,0.231212,124.04299999999999,1.4126,38.7855,59152
872420797,-1,89,3,5,43,61,-2.83372,-28,0.23409899999999997,117.78299999999999,1.38046,37.7292,59144
872420798,-1,89,3,4,43,62,-2.7726900000000003,-28,0.23223200000000002,116.50200000000001,1.26681,39.3651,59144
872420799,-1,89,3,2,43,63,-2.71365,-28,0.23575300000000002,117.64299999999999,1.3646399999999999,37.5261,59144
872420800,-1,89,4,5,43,64,-2.65671,-28,0.231658,118.96600000000001,1.38572,38.3001,58768
872420801,-1,89,4,3,43,65,-2.60188,-27,0.23108299999999998,118.55,1.30244,39.821,58768
872420802,-1,90,2,3,43,66,-2.5467400000000002,-27,0.22774699999999998,119.26899999999999,1.27604,40.8317,58776
872420803,-1,90,2,1,43,67,-2.49622,-26,0.23268200000000003,120.167,1.3895600000000001,38.128,58776
872420804,-1,90,3,5,43,68,-2.4476400000000003,-26,0.232098,120.488,1.4177600000000001,37.9498,58440
872420805,-1,90,3,3,43,69,-2.4009099999999997,-26,0.232212,121.19,1.4392,37.6416,58440
872420806,-1,90,3,1,43,70,-2.3559400000000004,-26,0.232557,122.023,1.44804,37.5617,58440
872420807,-1,91,2,4,43,71,-2.31134,-25,0.23180599999999998,120.305,1.39304,38.1655,58184
872420808,-1,91,3,5,43,72,-2.26978,-25,0.232107,120.236,1.41861,37.7716,50192
872420809,-1,91,3,4,43,73,-2.22969,-25,0.23214400000000002,120.28,1.39195,38.1575,50192
872420810,-1,91,3,3,43,74,-2.19099,-25,0.23573200000000002,120.95700000000001,1.4745700000000002,36.3987,50192
872420811,-1,91,3,1,43,75,-2.1536,-24,0.23377199999999998,122.14200000000001,1.4605700000000001,37.1393,50192
872420812,-1,92,3,4,43,76,-2.11707,-24,0.23186700000000002,122.255,1.44789,37.7221,49928
872420813,-1,92,3,2,43,77,-2.08224,-24,0.232625,123.194,1.5014299999999998,36.9266,49928
872420814,-1,92,3,1,43,78,-2.04851,-24,0.229868,123.777,1.43359,38.589,49928
872420815,-1,92,2,3,43,79,-2.0158,-23,0.23010100000000003,121.725,1.3977700000000002,38.7658,49672
872420816,-1,92,4,3,43,80,-1.98407,-23,0.23304299999999997,121.00399999999999,1.40266,37.979,49616
872420817,-1,93,4,4,43,81,-1.95367,-23,0.232569,121.80799999999999,1.4795,37.1097,49608
872420818,-1,93,3,5,43,82,-1.9239,-22,0.23488299999999998,121.616,1.48581,36.5186,49352
872420819,-1,93,3,3,43,83,-1.89494,-22,0.235381,120.86399999999999,1.4319600000000001,37.1852,49352
872420820,-1,93,3,1,43,84,-1.86677,-22,0.23682899999999998,122.8,1.57786,35.0274,49352
872420821,-1,93,2,1,43,85,-1.8393400000000002,-22,0.233767,122.353,1.50851,36.2687,49360
872420822,-1,94,3,4,43,86,-1.8136900000000002,-21,0.227906,123.072,1.4376200000000001,38.7822,197576
872420823,-1,94,3,2,43,87,-1.7877900000000002,-21,0.23114,122.404,1.4079,38.5369,197576
872420824,-1,94,3,1,43,88,-1.76252,-21,0.22971100000000003,123.229,1.43044,38.5644,197576
872420825,-1,94,2,3,43,89,-1.73786,-20,0.228529,122.98100000000001,1.41845,39.0621,197320
872420826,-1,94,4,3,43,90,-1.7137900000000001,-20,0.23278600000000002,120.65899999999999,1.3868200000000002,38.2724,197272
872420827,-1,95,3,5,43,91,-1.6919,-20,0.234752,122.161,1.60858,35.0517,197280
872420828,-1,95,3,4,43,92,-1.66904,-20,0.230488,123.425,1.49466,37.4322,197280
872420829,-1,95,3,3,43,93,-1.6466900000000002,-19,0.23431300000000002,121.645,1.4872,36.532,197280
872420830,-1,95,3,1,43,94,-1.62481,-19,0.23279699999999998,123.546,1.52815,36.6411,197280
872420831,-1,95,4,3,43,95,-1.6034,-19,0.23228400000000002,122.96799999999999,1.5598299999999998,36.2371,197016
872420832,-1,96,4,5,43,96,-1.58457,-19,0.231173,122.723,1.53918,36.7133,197008
872420833,-1,96,3,5,43,97,-1.56416,-18,0.23001799999999997,123.087,1.41249,38.8759,196752
872420834,-1,96,3,4,43,98,-1.54416,-18,0.23070300000000002,124.009,1.53477,36.9731,196752
872420835,-1,96,3,3,43,99,-1.52454,-18,0.23189099999999999,124.13600000000001,1.56827,36.4054,196752
872420836,-1,96,3,2,43,100,-1.5053,-18,0.230771,124.96700000000001,1.58915,36.344,196752
872420865,-1,175,5,1,44,1,-1.4994100000000001,-18,0.23072800000000002,123.212,1.52607,37.0421,262360
872420866,-1,175,5,3,44,2,-1.5185600000000001,-18,0.228965,123.65899999999999,1.55369,37.0519,262360
872420867,-1,175,3,4,44,3,-1.53809,-18,0.23704699999999998,121.51,1.55177,35.2556,262352
