stripid,w1c,w2c,w3c,w4c,w5c
254992,-0.65625,-0.515625,0.25,0.515625,0.40625
106760,-0.65625,-0.515625,0.25,0.515625,0.40625
106952,-0.65625,-0.515625,0.25,0.515625,0.40625
107152,-0.65625,-0.515625,0.25,0.515625,0.40625
107400,-0.65625,-0.515625,0.25,0.515625,0.40625
107336,-0.65625,-0.515625,0.25,0.515625,0.40625
99600,-0.65625,-0.515625,0.25,0.515625,0.40625
99592,-0.65625,-0.515625,0.25,0.515625,0.40625
99536,-0.65625,-0.515625,0.25,0.515625,0.40625
99848,-0.65625,-0.515625,0.25,0.515625,0.40625
99720,-0.65625,-0.515625,0.25,0.515625,0.40625
91672,-0.65625,-0.515625,0.25,0.515625,0.40625
91784,-0.65625,-0.515625,0.25,0.515625,0.40625
83720,-0.65625,-0.515625,0.25,0.515625,0.40625
83592,-0.65625,-0.515625,0.25,0.515625,0.40625
75528,-0.65625,-0.515625,0.25,0.515625,0.40625
75160,-0.65625,-0.515625,0.25,0.515625,0.40625
67088,-0.65625,-0.515625,0.25,0.515625,0.40625
67080,-0.65625,-0.515625,0.25,0.515625,0.40625
66704,-0.65625,-0.515625,0.25,0.515625,0.40625
66640,-0.65625,-0.515625,0.25,0.515625,0.40625
58376,-0.65625,-0.515625,0.25,0.515625,0.40625
58320,-0.65625,-0.515625,0.25,0.515625,0.40625
58056,-0.65625,-0.515625,0.25,0.515625,0.40625
57744,-0.65625,-0.515625,0.25,0.515625,0.40625
57424,-0.65625,-0.515625,0.25,0.515625,0.40625
205640,-0.65625,-0.515625,0.25,0.515625,0.40625
205648,-0.65625,-0.515625,0.25,0.515625,0.40625
197400,-0.65625,-0.515625,0.25,0.515625,0.40625
197392,-0.65625,-0.515625,0.25,0.515625,0.40625
197136,-0.65625,-0.515625,0.25,0.515625,0.40625
196872,-0.65625,-0.515625,0.25,0.515625,0.40625
262488,-0.65625,-0.515625,0.25,0.515625,0.40625
262984,-0.65625,-0.515625,0.25,0.515625,0.40625
106768,-0.65625,-0.515625,0.25,0.515625,0.40625
107016,-0.65625,-0.515625,0.25,0.515625,0.40625
106960,-0.65625,-0.515625,0.25,0.515625,0.40625
107208,-0.65625,-0.515625,0.25,0.515625,0.40625
107408,-0.65625,-0.515625,0.25,0.515625,0.40625
91912,-0.65625,-0.515625,0.25,0.515625,0.40625
83728,-0.65625,-0.515625,0.25,0.515625,0.40625
83600,-0.65625,-0.515625,0.25,0.515625,0.40625
75400,-0.65625,-0.515625,0.25,0.515625,0.40625
66632,-0.65625,-0.515625,0.25,0.515625,0.40625
58312,-0.65625,-0.515625,0.25,0.515625,0.40625
57992,-0.65625,-0.515625,0.25,0.515625,0.40625
57736,-0.65625,-0.515625,0.25,0.515625,0.40625
57672,-0.65625,-0.515625,0.25,0.515625,0.40625
57416,-0.65625,-0.515625,0.25,0.515625,0.40625
197648,-0.65625,-0.515625,0.25,0.515625,0.40625
197128,-0.65625,-0.515625,0.25,0.515625,0.40625
262280,-0.65625,-0.515625,0.25,0.515625,0.40625
262744,-0.65625,-0.515625,0.25,0.515625,0.40625
114760,-0.65625,-0.515625,0.25,0.515625,0.40625
107272,-0.65625,-0.515625,0.25,0.515625,0.40625
107592,-0.65625,-0.515625,0.25,0.515625,0.40625
99976,-0.65625,-0.515625,0.25,0.515625,0.40625
91792,-0.65625,-0.515625,0.25,0.515625,0.40625
75536,-0.65625,-0.515625,0.25,0.515625,0.40625
67336,-0.65625,-0.515625,0.25,0.515625,0.40625
66952,-0.65625,-0.515625,0.25,0.515625,0.40625
58632,-0.65625,-0.515625,0.25,0.515625,0.40625
57928,-0.65625,-0.515625,0.25,0.515625,0.40625
49432,-0.65625,-0.515625,0.25,0.515625,0.40625
197384,-0.65625,-0.515625,0.25,0.515625,0.40625
196816,-0.65625,-0.515625,0.25,0.515625,0.40625
262536,-0.65625,-0.515625,0.25,0.515625,0.40625
262792,-0.65625,-0.515625,0.25,0.515625,0.40625
262992,-0.65625,-0.515625,0.25,0.515625,0.40625
107024,-0.65625,-0.515625,0.25,0.515625,0.40625
107280,-0.65625,-0.515625,0.25,0.515625,0.40625
107464,-0.65625,-0.515625,0.25,0.515625,0.40625
107656,-0.65625,-0.515625,0.25,0.515625,0.40625
107912,-0.65625,-0.515625,0.25,0.515625,0.40625
99856,-0.65625,-0.515625,0.25,0.515625,0.40625
99984,-0.65625,-0.515625,0.25,0.515625,0.40625
67344,-0.65625,-0.515625,0.25,0.515625,0.40625
58568,-0.65625,-0.515625,0.25,0.515625,0.40625
58248,-0.65625,-0.515625,0.25,0.515625,0.40625
57936,-0.65625,-0.515625,0.25,0.515625,0.40625
57680,-0.65625,-0.515625,0.25,0.515625,0.40625
197640,-0.65625,-0.515625,0.25,0.515625,0.40625
197336,-0.65625,-0.515625,0.25,0.515625,0.40625
197072,-0.65625,-0.515625,0.25,0.515625,0.40625
114768,-0.65625,-0.515625,0.25,0.515625,0.40625
66960,-0.65625,-0.515625,0.25,0.515625,0.40625
49424,-0.65625,-0.515625,0.25,0.515625,0.40625
262288,-0.65625,-0.515625,0.25,0.515625,0.40625
262544,-0.65625,-0.515625,0.25,0.515625,0.40625
262808,-0.65625,-0.515625,0.25,0.515625,0.40625
262800,-0.65625,-0.515625,0.25,0.515625,0.40625
263048,-0.65625,-0.515625,0.25,0.515625,0.40625
114776,-0.65625,-0.515625,0.25,0.515625,0.40625
115016,-0.65625,-0.515625,0.25,0.515625,0.40625
115272,-0.65625,-0.515625,0.25,0.515625,0.40625
107528,-0.65625,-0.515625,0.25,0.515625,0.40625
107720,-0.65625,-0.515625,0.25,0.515625,0.40625
108040,-0.65625,-0.515625,0.25,0.515625,0.40625
107920,-0.65625,-0.515625,0.25,0.515625,0.40625
108168,-0.65625,-0.515625,0.25,0.515625,0.40625
100104,-0.65625,-0.515625,0.25,0.515625,0.40625
99992,-0.65625,-0.515625,0.25,0.515625,0.40625
67208,-0.65625,-0.515625,0.25,0.515625,0.40625
59160,-0.65625,-0.515625,0.25,0.515625,0.40625
58888,-0.65625,-0.515625,0.25,0.515625,0.40625
58776,-0.65625,-0.515625,0.25,0.515625,0.40625
58504,-0.65625,-0.515625,0.25,0.515625,0.40625
58192,-0.65625,-0.515625,0.25,0.515625,0.40625
49936,-0.65625,-0.515625,0.25,0.515625,0.40625
49672,-0.65625,-0.515625,0.25,0.515625,0.40625
49416,-0.65625,-0.515625,0.25,0.515625,0.40625
197584,-0.65625,-0.515625,0.25,0.515625,0.40625
197320,-0.65625,-0.515625,0.25,0.515625,0.40625
197328,-0.65625,-0.515625,0.25,0.515625,0.40625
197064,-0.65625,-0.515625,0.25,0.515625,0.40625
196808,-0.65625,-0.515625,0.25,0.515625,0.40625
262344,-0.65625,-0.515625,0.25,0.515625,0.40625
263056,-0.65625,-0.515625,0.25,0.515625,0.40625
114824,-0.65625,-0.515625,0.25,0.515625,0.40625
115080,-0.65625,-0.515625,0.25,0.515625,0.40625
115280,-0.65625,-0.515625,0.25,0.515625,0.40625
115528,-0.65625,-0.515625,0.25,0.515625,0.40625
107536,-0.65625,-0.515625,0.25,0.515625,0.40625
107784,-0.65625,-0.515625,0.25,0.515625,0.40625
58440,-0.65625,-0.515625,0.25,0.515625,0.40625
58184,-0.65625,-0.515625,0.25,0.515625,0.40625
50192,-0.65625,-0.515625,0.25,0.515625,0.40625
49928,-0.65625,-0.515625,0.25,0.515625,0.40625
49608,-0.65625,-0.515625,0.25,0.515625,0.40625
49360,-0.65625,-0.515625,0.25,0.515625,0.40625
197576,-0.65625,-0.515625,0.25,0.515625,0.40625
196760,-0.65625,-0.515625,0.25,0.515625,0.40625
262352,-0.65625,-0.515625,0.25,0.515625,0.40625
262608,-0.65625,-0.515625,0.25,0.515625,0.40625
262600,-0.65625,-0.515625,0.25,0.515625,0.40625
262864,-0.65625,-0.515625,0.25,0.515625,0.40625
262856,-0.65625,-0.515625,0.25,0.515625,0.40625
114832,-0.65625,-0.515625,0.25,0.515625,0.40625
115088,-0.65625,-0.515625,0.25,0.515625,0.40625
108048,-0.65625,-0.515625,0.25,0.515625,0.40625
108176,-0.65625,-0.515625,0.25,0.515625,0.40625
59152,-0.65625,-0.515625,0.25,0.515625,0.40625
59144,-0.65625,-0.515625,0.25,0.515625,0.40625
58768,-0.65625,-0.515625,0.25,0.515625,0.40625
49616,-0.65625,-0.515625,0.25,0.515625,0.40625
49352,-0.65625,-0.515625,0.25,0.515625,0.40625
197272,-0.65625,-0.515625,0.25,0.515625,0.40625
197280,-0.65625,-0.515625,0.25,0.515625,0.40625
197016,-0.65625,-0.515625,0.25,0.515625,0.40625
197008,-0.65625,-0.515625,0.25,0.515625,0.40625
196752,-0.65625,-0.515625,0.25,0.515625,0.40625
262360,-0.65625,-0.515625,0.25,0.515625,0.40625
262872,-0.65625,-0.515625,0.25,0.515625,0.40625
263112,-0.65625,-0.515625,0.25,0.515625,0.40625
114888,-0.65625,-0.515625,0.25,0.515625,0.40625
115336,-0.65625,-0.515625,0.25,0.515625,0.40625
115536,-0.65625,-0.515625,0.25,0.515625,0.40625
115784,-0.65625,-0.515625,0.25,0.515625,0.40625
108056,-0.65625,-0.515625,0.25,0.515625,0.40625
108296,-0.65625,-0.515625,0.25,0.515625,0.40625
59016,-0.65625,-0.515625,0.25,0.515625,0.40625
58760,-0.65625,-0.515625,0.25,0.515625,0.40625
50440,-0.65625,-0.515625,0.25,0.515625,0.40625
50184,-0.65625,-0.515625,0.25,0.515625,0.40625
49864,-0.65625,-0.515625,0.25,0.515625,0.40625
49296,-0.65625,-0.515625,0.25,0.515625,0.40625
197520,-0.65625,-0.515625,0.25,0.515625,0.40625
197264,-0.65625,-0.515625,0.25,0.515625,0.40625
196744,-0.65625,-0.515625,0.25,0.515625,0.40625
115592,-0.65625,-0.515625,0.25,0.515625,0.40625
50128,-0.65625,-0.515625,0.25,0.515625,0.40625
262408,-0.65625,-0.515625,0.25,0.515625,0.40625
262664,-0.65625,-0.515625,0.25,0.515625,0.40625
262616,-0.65625,-0.515625,0.25,0.515625,0.40625
262880,-0.65625,-0.515625,0.25,0.515625,0.40625
262920,-0.65625,-0.515625,0.25,0.515625,0.40625
263120,-0.65625,-0.515625,0.25,0.515625,0.40625
114896,-0.65625,-0.515625,0.25,0.515625,0.40625
115152,-0.65625,-0.515625,0.25,0.515625,0.40625
115144,-0.65625,-0.515625,0.25,0.515625,0.40625
115400,-0.65625,-0.515625,0.25,0.515625,0.40625
115600,-0.65625,-0.515625,0.25,0.515625,0.40625
115912,-0.65625,-0.515625,0.25,0.515625,0.40625
115848,-0.65625,-0.515625,0.25,0.515625,0.40625
116104,-0.65625,-0.515625,0.25,0.515625,0.40625
116360,-0.65625,-0.515625,0.25,0.515625,0.40625
50960,-0.65625,-0.515625,0.25,0.515625,0.40625
50696,-0.65625,-0.515625,0.25,0.515625,0.40625
50376,-0.65625,-0.515625,0.25,0.515625,0.40625
50320,-0.65625,-0.515625,0.25,0.515625,0.40625
50120,-0.65625,-0.515625,0.25,0.515625,0.40625
49808,-0.65625,-0.515625,0.25,0.515625,0.40625
49544,-0.65625,-0.515625,0.25,0.515625,0.40625
49552,-0.65625,-0.515625,0.25,0.515625,0.40625
49288,-0.65625,-0.515625,0.25,0.515625,0.40625
197512,-0.65625,-0.515625,0.25,0.515625,0.40625
197200,-0.65625,-0.515625,0.25,0.515625,0.40625
197256,-0.65625,-0.515625,0.25,0.515625,0.40625
197000,-0.65625,-0.515625,0.25,0.515625,0.40625
196952,-0.65625,-0.515625,0.25,0.515625,0.40625
196696,-0.65625,-0.515625,0.25,0.515625,0.40625
262416,-0.65625,-0.515625,0.25,0.515625,0.40625
263176,-0.65625,-0.515625,0.25,0.515625,0.40625
114952,-0.65625,-0.515625,0.25,0.515625,0.40625
115408,-0.65625,-0.515625,0.25,0.515625,0.40625
115656,-0.65625,-0.515625,0.25,0.515625,0.40625
115920,-0.65625,-0.515625,0.25,0.515625,0.40625
116368,-0.65625,-0.515625,0.25,0.515625,0.40625
50952,-0.65625,-0.515625,0.25,0.515625,0.40625
50312,-0.65625,-0.515625,0.25,0.515625,0.40625
50056,-0.65625,-0.515625,0.25,0.515625,0.40625
49800,-0.65625,-0.515625,0.25,0.515625,0.40625
49224,-0.65625,-0.515625,0.25,0.515625,0.40625
197456,-0.65625,-0.515625,0.25,0.515625,0.40625
196688,-0.65625,-0.515625,0.25,0.515625,0.40625
262680,-0.65625,-0.515625,0.25,0.515625,0.40625
262672,-0.65625,-0.515625,0.25,0.515625,0.40625
262928,-0.65625,-0.515625,0.25,0.515625,0.40625
114960,-0.65625,-0.515625,0.25,0.515625,0.40625
115216,-0.65625,-0.515625,0.25,0.515625,0.40625
115208,-0.65625,-0.515625,0.25,0.515625,0.40625
116232,-0.65625,-0.515625,0.25,0.515625,0.40625
116488,-0.65625,-0.515625,0.25,0.515625,0.40625
50832,-0.65625,-0.515625,0.25,0.515625,0.40625
50568,-0.65625,-0.515625,0.25,0.515625,0.40625
49488,-0.65625,-0.515625,0.25,0.515625,0.40625
49496,-0.65625,-0.515625,0.25,0.515625,0.40625
49232,-0.65625,-0.515625,0.25,0.515625,0.40625
197208,-0.65625,-0.515625,0.25,0.515625,0.40625
196944,-0.65625,-0.515625,0.25,0.515625,0.40625
196936,-0.65625,-0.515625,0.25,0.515625,0.40625
262424,-0.65625,-0.515625,0.25,0.515625,0.40625
262936,-0.65625,-0.515625,0.25,0.515625,0.40625
263184,-0.65625,-0.515625,0.25,0.515625,0.40625
115224,-0.65625,-0.515625,0.25,0.515625,0.40625
115464,-0.65625,-0.515625,0.25,0.515625,0.40625
115720,-0.65625,-0.515625,0.25,0.515625,0.40625
115984,-0.65625,-0.515625,0.25,0.515625,0.40625
115976,-0.65625,-0.515625,0.25,0.515625,0.40625
116496,-0.65625,-0.515625,0.25,0.515625,0.40625
50824,-0.65625,-0.515625,0.25,0.515625,0.40625
50256,-0.65625,-0.515625,0.25,0.515625,0.40625
50248,-0.65625,-0.515625,0.25,0.515625,0.40625
49992,-0.65625,-0.515625,0.25,0.515625,0.40625
49736,-0.65625,-0.515625,0.25,0.515625,0.40625
49480,-0.65625,-0.515625,0.25,0.515625,0.40625
197448,-0.65625,-0.515625,0.25,0.515625,0.40625
197192,-0.65625,-0.515625,0.25,0.515625,0.40625
196680,-0.65625,-0.515625,0.25,0.515625,0.40625
270408,-0.65625,-0.515625,0.25,0.515625,0.40625
270672,-0.65625,-0.515625,0.25,0.515625,0.40625
270664,-0.65625,-0.515625,0.25,0.515625,0.40625
270928,-0.65625,-0.515625,0.25,0.515625,0.40625
270920,-0.65625,-0.515625,0.25,0.515625,0.40625
271176,-0.65625,-0.515625,0.25,0.515625,0.40625
122960,-0.65625,-0.515625,0.25,0.515625,0.40625
122952,-0.65625,-0.515625,0.25,0.515625,0.40625
123216,-0.65625,-0.515625,0.25,0.515625,0.40625
123208,-0.65625,-0.515625,0.25,0.515625,0.40625
123464,-0.65625,-0.515625,0.25,0.515625,0.40625
123976,-0.65625,-0.515625,0.25,0.515625,0.40625
124296,-0.65625,-0.515625,0.25,0.515625,0.40625
124552,-0.65625,-0.515625,0.25,0.515625,0.40625
42768,-0.65625,-0.515625,0.25,0.515625,0.40625
42504,-0.65625,-0.515625,0.25,0.515625,0.40625
42256,-0.65625,-0.515625,0.25,0.515625,0.40625
42248,-0.65625,-0.515625,0.25,0.515625,0.40625
41992,-0.65625,-0.515625,0.25,0.515625,0.40625
41736,-0.65625,-0.515625,0.25,0.515625,0.40625
41488,-0.65625,-0.515625,0.25,0.515625,0.40625
41496,-0.65625,-0.515625,0.25,0.515625,0.40625
41232,-0.65625,-0.515625,0.25,0.515625,0.40625
41224,-0.65625,-0.515625,0.25,0.515625,0.40625
189456,-0.65625,-0.515625,0.25,0.515625,0.40625
189192,-0.65625,-0.515625,0.25,0.515625,0.40625
189208,-0.65625,-0.515625,0.25,0.515625,0.40625
188952,-0.65625,-0.515625,0.25,0.515625,0.40625
188944,-0.65625,-0.515625,0.25,0.515625,0.40625
188696,-0.65625,-0.515625,0.25,0.515625,0.40625
270416,-0.65625,-0.515625,0.25,0.515625,0.40625
270936,-0.65625,-0.515625,0.25,0.515625,0.40625
123224,-0.65625,-0.515625,0.25,0.515625,0.40625
123528,-0.65625,-0.515625,0.25,0.515625,0.40625
124040,-0.65625,-0.515625,0.25,0.515625,0.40625
124560,-0.65625,-0.515625,0.25,0.515625,0.40625
42760,-0.65625,-0.515625,0.25,0.515625,0.40625
42192,-0.65625,-0.515625,0.25,0.515625,0.40625
41680,-0.65625,-0.515625,0.25,0.515625,0.40625
41480,-0.65625,-0.515625,0.25,0.515625,0.40625
189200,-0.65625,-0.515625,0.25,0.515625,0.40625
188688,-0.65625,-0.515625,0.25,0.515625,0.40625
270680,-0.65625,-0.515625,0.25,0.515625,0.40625
271184,-0.65625,-0.515625,0.25,0.515625,0.40625
123272,-0.65625,-0.515625,0.25,0.515625,0.40625
124424,-0.65625,-0.515625,0.25,0.515625,0.40625
124680,-0.65625,-0.515625,0.25,0.515625,0.40625
42640,-0.65625,-0.515625,0.25,0.515625,0.40625
42376,-0.65625,-0.515625,0.25,0.515625,0.40625
42184,-0.65625,-0.515625,0.25,0.515625,0.40625
41928,-0.65625,-0.515625,0.25,0.515625,0.40625
41424,-0.65625,-0.515625,0.25,0.515625,0.40625
189448,-0.65625,-0.515625,0.25,0.515625,0.40625
188936,-0.65625,-0.515625,0.25,0.515625,0.40625
270424,-0.65625,-0.515625,0.25,0.515625,0.40625
270728,-0.65625,-0.515625,0.25,0.515625,0.40625
270984,-0.65625,-0.515625,0.25,0.515625,0.40625
271240,-0.65625,-0.515625,0.25,0.515625,0.40625
123016,-0.65625,-0.515625,0.25,0.515625,0.40625
123280,-0.65625,-0.515625,0.25,0.515625,0.40625
123536,-0.65625,-0.515625,0.25,0.515625,0.40625
124104,-0.65625,-0.515625,0.25,0.515625,0.40625
124688,-0.65625,-0.515625,0.25,0.515625,0.40625
42632,-0.65625,-0.515625,0.25,0.515625,0.40625
42120,-0.65625,-0.515625,0.25,0.515625,0.40625
41872,-0.65625,-0.515625,0.25,0.515625,0.40625
41672,-0.65625,-0.515625,0.25,0.515625,0.40625
41416,-0.65625,-0.515625,0.25,0.515625,0.40625
41168,-0.65625,-0.515625,0.25,0.515625,0.40625
189392,-0.65625,-0.515625,0.25,0.515625,0.40625
189152,-0.65625,-0.515625,0.25,0.515625,0.40625
188888,-0.65625,-0.515625,0.25,0.515625,0.40625
188680,-0.65625,-0.515625,0.25,0.515625,0.40625
270472,-0.65625,-0.515625,0.25,0.515625,0.40625
270744,-0.65625,-0.515625,0.25,0.515625,0.40625
270736,-0.65625,-0.515625,0.25,0.515625,0.40625
271000,-0.65625,-0.515625,0.25,0.515625,0.40625
270992,-0.65625,-0.515625,0.25,0.515625,0.40625
271248,-0.65625,-0.515625,0.25,0.515625,0.40625
123024,-0.65625,-0.515625,0.25,0.515625,0.40625
123344,-0.65625,-0.515625,0.25,0.515625,0.40625
123336,-0.65625,-0.515625,0.25,0.515625,0.40625
123592,-0.65625,-0.515625,0.25,0.515625,0.40625
123856,-0.65625,-0.515625,0.25,0.515625,0.40625
124168,-0.65625,-0.515625,0.25,0.515625,0.40625
132496,-0.65625,-0.515625,0.25,0.515625,0.40625
132488,-0.65625,-0.515625,0.25,0.515625,0.40625
132744,-0.65625,-0.515625,0.25,0.515625,0.40625
34568,-0.65625,-0.515625,0.25,0.515625,0.40625
34320,-0.65625,-0.515625,0.25,0.515625,0.40625
34328,-0.65625,-0.515625,0.25,0.515625,0.40625
42056,-0.65625,-0.515625,0.25,0.515625,0.40625
41864,-0.65625,-0.515625,0.25,0.515625,0.40625
41608,-0.65625,-0.515625,0.25,0.515625,0.40625
41360,-0.65625,-0.515625,0.25,0.515625,0.40625
41352,-0.65625,-0.515625,0.25,0.515625,0.40625
41160,-0.65625,-0.515625,0.25,0.515625,0.40625
189384,-0.65625,-0.515625,0.25,0.515625,0.40625
189136,-0.65625,-0.515625,0.25,0.515625,0.40625
189144,-0.65625,-0.515625,0.25,0.515625,0.40625
188880,-0.65625,-0.515625,0.25,0.515625,0.40625
188872,-0.65625,-0.515625,0.25,0.515625,0.40625
188632,-0.65625,-0.515625,0.25,0.515625,0.40625
270480,-0.65625,-0.515625,0.25,0.515625,0.40625
271008,-0.65625,-0.515625,0.25,0.515625,0.40625
271304,-0.65625,-0.515625,0.25,0.515625,0.40625
123080,-0.65625,-0.515625,0.25,0.515625,0.40625
123656,-0.65625,-0.515625,0.25,0.515625,0.40625
123912,-0.65625,-0.515625,0.25,0.515625,0.40625
132872,-0.65625,-0.515625,0.25,0.515625,0.40625
34448,-0.65625,-0.515625,0.25,0.515625,0.40625
41808,-0.65625,-0.515625,0.25,0.515625,0.40625
41552,-0.65625,-0.515625,0.25,0.515625,0.40625
41104,-0.65625,-0.515625,0.25,0.515625,0.40625
189328,-0.65625,-0.515625,0.25,0.515625,0.40625
189128,-0.65625,-0.515625,0.25,0.515625,0.40625
188624,-0.65625,-0.515625,0.25,0.515625,0.40625
271048,-0.65625,-0.515625,0.25,0.515625,0.40625
123088,-0.65625,-0.515625,0.25,0.515625,0.40625
123400,-0.65625,-0.515625,0.25,0.515625,0.40625
123920,-0.65625,-0.515625,0.25,0.515625,0.40625
131912,-0.65625,-0.515625,0.25,0.515625,0.40625
132168,-0.65625,-0.515625,0.25,0.515625,0.40625
132504,-0.65625,-0.515625,0.25,0.515625,0.40625
26376,-0.65625,-0.515625,0.25,0.515625,0.40625
34312,-0.65625,-0.515625,0.25,0.515625,0.40625
34056,-0.65625,-0.515625,0.25,0.515625,0.40625
33808,-0.65625,-0.515625,0.25,0.515625,0.40625
41800,-0.65625,-0.515625,0.25,0.515625,0.40625
41288,-0.65625,-0.515625,0.25,0.515625,0.40625
41096,-0.65625,-0.515625,0.25,0.515625,0.40625
189080,-0.65625,-0.515625,0.25,0.515625,0.40625
270488,-0.65625,-0.515625,0.25,0.515625,0.40625
270792,-0.65625,-0.515625,0.25,0.515625,0.40625
271056,-0.65625,-0.515625,0.25,0.515625,0.40625
271312,-0.65625,-0.515625,0.25,0.515625,0.40625
123664,-0.65625,-0.515625,0.25,0.515625,0.40625
132232,-0.65625,-0.515625,0.25,0.515625,0.40625
132616,-0.65625,-0.515625,0.25,0.515625,0.40625
132888,-0.65625,-0.515625,0.25,0.515625,0.40625
140936,-0.65625,-0.515625,0.25,0.515625,0.40625
34440,-0.65625,-0.515625,0.25,0.515625,0.40625
34192,-0.65625,-0.515625,0.25,0.515625,0.40625
33992,-0.65625,-0.515625,0.25,0.515625,0.40625
41544,-0.65625,-0.515625,0.25,0.515625,0.40625
189320,-0.65625,-0.515625,0.25,0.515625,0.40625
189072,-0.65625,-0.515625,0.25,0.515625,0.40625
188816,-0.65625,-0.515625,0.25,0.515625,0.40625
188616,-0.65625,-0.515625,0.25,0.515625,0.40625
270536,-0.65625,-0.515625,0.25,0.515625,0.40625
123144,-0.65625,-0.515625,0.25,0.515625,0.40625
131920,-0.65625,-0.515625,0.25,0.515625,0.40625
26264,-0.65625,-0.515625,0.25,0.515625,0.40625
33800,-0.65625,-0.515625,0.25,0.515625,0.40625
41048,-0.65625,-0.515625,0.25,0.515625,0.40625
188560,-0.65625,-0.515625,0.25,0.515625,0.40625
270544,-0.65625,-0.515625,0.25,0.515625,0.40625
270800,-0.65625,-0.515625,0.25,0.515625,0.40625
271064,-0.65625,-0.515625,0.25,0.515625,0.40625
271112,-0.65625,-0.515625,0.25,0.515625,0.40625
271368,-0.65625,-0.515625,0.25,0.515625,0.40625
123152,-0.65625,-0.515625,0.25,0.515625,0.40625
131408,-0.65625,-0.515625,0.25,0.515625,0.40625
131664,-0.65625,-0.515625,0.25,0.515625,0.40625
131656,-0.65625,-0.515625,0.25,0.515625,0.40625
131976,-0.65625,-0.515625,0.25,0.515625,0.40625
132296,-0.65625,-0.515625,0.25,0.515625,0.40625
132360,-0.65625,-0.515625,0.25,0.515625,0.40625
140688,-0.65625,-0.515625,0.25,0.515625,0.40625
141072,-0.65625,-0.515625,0.25,0.515625,0.40625
149128,-0.65625,-0.515625,0.25,0.515625,0.40625
18184,-0.65625,-0.515625,0.25,0.515625,0.40625
26256,-0.65625,-0.515625,0.25,0.515625,0.40625
26128,-0.65625,-0.515625,0.25,0.515625,0.40625
34184,-0.65625,-0.515625,0.25,0.515625,0.40625
33864,-0.65625,-0.515625,0.25,0.515625,0.40625
33928,-0.65625,-0.515625,0.25,0.515625,0.40625
33736,-0.65625,-0.515625,0.25,0.515625,0.40625
33552,-0.65625,-0.515625,0.25,0.515625,0.40625
33544,-0.65625,-0.515625,0.25,0.515625,0.40625
33296,-0.65625,-0.515625,0.25,0.515625,0.40625
41040,-0.65625,-0.515625,0.25,0.515625,0.40625
189264,-0.65625,-0.515625,0.25,0.515625,0.40625
189016,-0.65625,-0.515625,0.25,0.515625,0.40625
189064,-0.65625,-0.515625,0.25,0.515625,0.40625
188808,-0.65625,-0.515625,0.25,0.515625,0.40625
188552,-0.65625,-0.515625,0.25,0.515625,0.40625
271376,-0.65625,-0.515625,0.25,0.515625,0.40625
123160,-0.65625,-0.515625,0.25,0.515625,0.40625
131144,-0.65625,-0.515625,0.25,0.515625,0.40625
131400,-0.65625,-0.515625,0.25,0.515625,0.40625
132040,-0.65625,-0.515625,0.25,0.515625,0.40625
140360,-0.65625,-0.515625,0.25,0.515625,0.40625
140680,-0.65625,-0.515625,0.25,0.515625,0.40625
141064,-0.65625,-0.515625,0.25,0.515625,0.40625
149264,-0.65625,-0.515625,0.25,0.515625,0.40625
9872,-0.65625,-0.515625,0.25,0.515625,0.40625
10000,-0.65625,-0.515625,0.25,0.515625,0.40625
18064,-0.65625,-0.515625,0.25,0.515625,0.40625
26248,-0.65625,-0.515625,0.25,0.515625,0.40625
33680,-0.65625,-0.515625,0.25,0.515625,0.40625
33288,-0.65625,-0.515625,0.25,0.515625,0.40625
33040,-0.65625,-0.515625,0.25,0.515625,0.40625
41032,-0.65625,-0.515625,0.25,0.515625,0.40625
189256,-0.65625,-0.515625,0.25,0.515625,0.40625
270600,-0.65625,-0.515625,0.25,0.515625,0.40625
270856,-0.65625,-0.515625,0.25,0.515625,0.40625
271128,-0.65625,-0.515625,0.25,0.515625,0.40625
271120,-0.65625,-0.515625,0.25,0.515625,0.40625
279368,-0.65625,-0.515625,0.25,0.515625,0.40625
131464,-0.65625,-0.515625,0.25,0.515625,0.40625
131720,-0.65625,-0.515625,0.25,0.515625,0.40625
132048,-0.65625,-0.515625,0.25,0.515625,0.40625
140368,-0.65625,-0.515625,0.25,0.515625,0.40625
140816,-0.65625,-0.515625,0.25,0.515625,0.40625
140808,-0.65625,-0.515625,0.25,0.515625,0.40625
149256,-0.65625,-0.515625,0.25,0.515625,0.40625
18056,-0.65625,-0.515625,0.25,0.515625,0.40625
25992,-0.65625,-0.515625,0.25,0.515625,0.40625
26120,-0.65625,-0.515625,0.25,0.515625,0.40625
25872,-0.65625,-0.515625,0.25,0.515625,0.40625
25864,-0.65625,-0.515625,0.25,0.515625,0.40625
33672,-0.65625,-0.515625,0.25,0.515625,0.40625
33480,-0.65625,-0.515625,0.25,0.515625,0.40625
33232,-0.65625,-0.515625,0.25,0.515625,0.40625
181272,-0.65625,-0.515625,0.25,0.515625,0.40625
189008,-0.65625,-0.515625,0.25,0.515625,0.40625
189000,-0.65625,-0.515625,0.25,0.515625,0.40625
188760,-0.65625,-0.515625,0.25,0.515625,0.40625
188488,-0.65625,-0.515625,0.25,0.515625,0.40625
270864,-0.65625,-0.515625,0.25,0.515625,0.40625
279376,-0.65625,-0.515625,0.25,0.515625,0.40625
