rowinRoot,hashedId,CMSSWID,CMSSWID,dbID,side,ix,iy,side,eta,eta_ring,sc,iSC,EE,FED,TCC,TTinTCC,CCU,token_ring,strip,VFE,Xtal in CCU,Xtal in VFE,Quadrant,chElectroniq,BarCode1,BarCode2,RusOrChin,stripid,,
66752,7150,872424542,872424542,2010072094,-1,72,94,-1,-1.54125,-18,45,9,EE-09,603,22,3,19,7,3,4,18,4,1,468,33106,4185,C,180440,,
66753,7200,872424543,872424543,2010072095,-1,72,95,-1,-1.52362,-18,45,10,EE-09,603,22,3,19,7,3,4,16,2,1,466,33106,4166,C,180440,,
66754,167,872424582,872424582,2010073006,-1,73,6,-1,-1.50545,-18,282,23,EE-06,609,34,2,31,8,2,2,5,1,4,755,33106,3788,C,278672,,
66755,217,872424583,872424583,2010073007,-1,73,7,-1,-1.52263,-18,282,18,EE-06,609,34,2,31,8,2,2,7,3,4,757,33106,3786,C,278672,,
66756,267,872424584,872424584,2010073008,-1,73,8,-1,-1.54004,-18,282,13,EE-06,609,34,2,31,8,1,4,19,5,4,769,33106,3781,C,278664,,
66757,322,872424585,872424585,2010073009,-1,73,9,-1,-1.55768,-19,282,8,EE-06,609,34,6,31,8,3,3,11,2,4,761,33106,3784,C,278936,,
66758,382,872424586,872424586,2010073010,-1,73,10,-1,-1.57555,-19,282,3,EE-06,609,34,6,31,8,3,3,13,4,4,763,33106,3785,C,278936,,
66759,442,872424587,872424587,2010073011,-1,73,11,-1,-1.59172,-19,281,23,EE-06,609,34,6,30,8,1,4,17,3,4,742,33201,8989,R,278920,,
66760,502,872424588,872424588,2010073012,-1,73,12,-1,-1.61013,-19,281,18,EE-06,609,34,7,30,8,1,2,5,1,4,730,33201,8991,R,278984,,
66761,562,872424589,872424589,2010073013,-1,73,13,-1,-1.62877,-19,281,13,EE-06,609,34,7,30,8,1,2,7,3,4,732,33201,8992,R,278984,,
66762,627,872424590,872424590,2010073014,-1,73,14,-1,-1.64764,-20,281,8,EE-06,609,34,11,30,8,2,3,10,1,4,735,33201,8993,R,279248,,
66763,697,872424591,872424591,2010073015,-1,73,15,-1,-1.66675,-20,281,3,EE-06,609,34,11,30,8,2,3,12,3,4,737,33201,8994,R,279248,,
66764,769,872424592,872424592,2010073016,-1,73,16,-1,-1.68456,-20,280,23,EE-06,609,34,11,24,8,3,3,10,1,4,585,33201,8863,R,279256,,
66765,843,872424593,872424593,2010073017,-1,73,17,-1,-1.70419,-20,280,18,EE-06,609,34,11,24,8,3,3,12,3,4,587,33201,8864,R,279256,,
66766,917,872424594,872424594,2010073018,-1,73,18,-1,-1.72404,-20,280,13,EE-06,609,34,11,24,8,3,3,14,5,4,589,33201,8867,R,279256,,
66767,991,872424595,872424595,2010073019,-1,73,19,-1,-1.7441,-21,280,8,EE-06,609,34,16,24,8,2,2,5,1,4,580,33201,8866,R,279568,,
66768,1065,872424596,872424596,2010073020,-1,73,20,-1,-1.76438,-21,280,3,EE-06,609,34,16,24,8,2,2,7,3,4,582,33201,8865,R,279568,,
66769,1144,872424597,872424597,2010073021,-1,73,21,-1,-1.78376,-21,279,23,EE-06,609,34,16,17,7,1,3,11,2,4,411,33201,8701,R,279560,,
66770,1228,872424598,872424598,2010073022,-1,73,22,-1,-1.80447,-21,279,18,EE-06,609,34,16,17,7,1,3,14,5,4,414,33201,8699,R,279560,,
66771,1312,872424599,872424599,2010073023,-1,73,23,-1,-1.82535,-22,279,13,EE-06,609,16,4,17,7,2,4,17,3,4,417,33201,8698,R,131344,,
66772,1396,872424600,872424600,2010073024,-1,73,24,-1,-1.84639,-22,279,8,EE-06,609,16,4,17,7,2,4,19,5,4,419,33201,8696,R,131344,,
66773,1480,872424601,872424601,2010073025,-1,73,25,-1,-1.86756,-22,279,3,EE-06,609,17,1,17,7,1,2,7,3,4,407,33201,8697,R,139336,,
66774,1567,872424602,872424602,2010073026,-1,73,26,-1,-1.88817,-22,278,23,EE-06,609,17,1,10,7,2,2,5,1,4,230,33201,8507,R,139344,,
66775,1657,872424603,872424603,2010073027,-1,73,27,-1,-1.90956,-22,278,18,EE-06,609,17,1,10,7,2,2,8,4,4,233,33201,8503,R,139344,,
66776,1747,872424604,872424604,2010073028,-1,73,28,-1,-1.931,-23,278,13,EE-06,609,17,6,10,7,1,3,10,1,4,235,33201,8504,R,139656,,
66777,1837,872424605,872424605,2010073029,-1,73,29,-1,-1.95246,-23,278,8,EE-06,609,17,6,10,7,1,3,11,2,4,236,33201,8505,R,139656,,
66778,1927,872424606,872424606,2010073030,-1,73,30,-1,-1.97389,-23,278,3,EE-06,609,17,6,10,7,1,3,12,3,4,237,33201,8506,R,139656,,
66779,2017,872424607,872424607,2010073031,-1,73,31,-1,-1.99494,-24,277,23,EE-06,609,17,10,6,5,1,4,17,3,4,142,33201,8315,R,139912,,
66780,2107,872424608,872424608,2010073032,-1,73,32,-1,-2.01614,-24,277,18,EE-06,609,17,11,6,5,1,3,10,1,4,135,33201,8311,R,139976,,
66781,2197,872424609,872424609,2010073033,-1,73,33,-1,-2.03715,-24,277,13,EE-06,609,17,11,6,5,1,3,12,3,4,137,33201,8312,R,139976,,
66782,2287,872424610,872424610,2010073034,-1,73,34,-1,-2.05789,-24,277,8,EE-06,609,17,11,6,5,1,3,13,4,4,138,33201,8313,R,139976,,
66783,2377,872424611,872424611,2010073035,-1,73,35,-1,-2.07829,-24,277,3,EE-06,609,17,11,6,5,1,3,14,5,4,139,33201,8314,R,139976,,
66784,2469,872424612,872424612,2010073036,-1,73,36,-1,-2.09827,-24,276,23,EE-07,601,17,12,25,8,1,3,11,2,4,611,33201,8180,R,140040,,
66785,2563,872424613,872424613,2010073037,-1,73,37,-1,-2.11766,-24,276,18,EE-07,601,17,12,25,8,1,3,14,5,4,614,33201,8175,R,140040,,
66786,2657,872424614,872424614,2010073038,-1,73,38,-1,-2.13643,-24,276,13,EE-07,601,18,9,25,8,1,1,2,3,4,602,33201,8176,R,148040,,
66787,2751,872424615,872424615,2010073039,-1,73,39,-1,-2.15448,-25,276,8,EE-07,601,18,13,25,8,1,4,17,3,4,617,33201,8177,R,148296,,
66788,2835,872424616,872424616,2010073040,-1,73,40,-1,-2.1717,-24,276,3,EE-07,601,18,10,25,8,2,2,7,3,4,607,33201,8179,R,148112,,
66789,2918,872424617,872424617,2010073041,-1,73,41,-1,-2.18811,-25,275,23,EE-07,601,18,14,19,7,1,2,5,1,4,455,33201,8037,R,148360,,
66790,3002,872424618,872424618,2010073042,-1,73,42,-1,-2.20317,-25,275,18,EE-07,601,18,14,19,7,1,2,8,4,4,458,33201,8017,R,148360,,
66791,3084,872424619,872424619,2010073043,-1,73,43,-1,-2.21705,-25,275,13,EE-07,601,18,15,19,7,2,3,11,2,4,461,33201,8034,R,148432,,
66792,3164,872424620,872424620,2010073044,-1,73,44,-1,-2.22961,-25,275,8,EE-07,601,18,15,19,7,2,3,14,5,4,464,33201,8035,R,148432,,
66793,3244,872424621,872424621,2010073045,-1,73,45,-1,-2.24076,-25,275,3,EE-07,601,18,16,19,7,2,4,17,3,4,467,33201,8036,R,148496,,
66794,3322,872424622,872424622,2010073046,-1,73,46,-1,-2.25045,-25,274,23,EE-07,601,18,16,12,7,1,3,11,2,4,286,33201,8015,R,148488,,
66795,3400,872424623,872424623,2010073047,-1,73,47,-1,-2.25823,-25,274,18,EE-07,601,18,16,12,7,1,3,14,5,4,289,33201,8014,R,148488,,
66796,3478,872424624,872424624,2010073048,-1,73,48,-1,-2.2643,-25,274,13,EE-07,601,1,13,12,7,1,1,2,3,4,277,33201,8012,R,9032,,
66797,3556,872424625,872424625,2010073049,-1,73,49,-1,-2.26859,-26,274,8,EE-07,601,1,18,12,7,1,4,17,3,4,292,33201,8011,R,9352,,
66798,3634,872424626,872424626,2010073050,-1,73,50,-1,-2.27106,-25,274,3,EE-07,601,1,14,12,7,1,2,7,3,4,282,33201,8010,R,9096,,
66799,3712,872424627,872424627,2010073051,-1,73,51,-1,-2.27163,-25,37,11,EE-07,601,1,15,4,5,1,1,4,5,1,79,33201,9288,R,9160,,
66800,3790,872424628,872424628,2010073052,-1,73,52,-1,-2.27024,-26,37,12,EE-07,601,1,19,4,5,1,4,15,1,1,90,33201,9272,R,9416,,
66801,3868,872424629,872424629,2010073053,-1,73,53,-1,-2.267,-25,37,13,EE-07,601,1,16,4,5,1,2,9,5,1,84,33201,9268,R,9224,,
66802,3946,872424630,872424630,2010073054,-1,73,54,-1,-2.26195,-25,37,14,EE-07,601,2,13,4,5,2,3,14,5,1,89,33201,9278,R,17232,,
66803,4024,872424631,872424631,2010073055,-1,73,55,-1,-2.25516,-25,37,15,EE-07,601,2,13,4,5,2,3,12,3,1,87,33201,9282,R,17232,,
66804,4104,872424632,872424632,2010073056,-1,73,56,-1,-2.24646,-25,38,11,EE-08,602,2,13,28,8,1,4,17,3,1,692,33201,6836,R,17224,,
66805,4184,872424633,872424633,2010073057,-1,73,57,-1,-2.23618,-25,38,12,EE-08,602,2,14,28,8,2,3,12,3,1,687,33201,6830,R,17296,,
66806,4266,872424634,872424634,2010073058,-1,73,58,-1,-2.22442,-25,38,13,EE-08,602,2,14,28,8,2,3,10,1,1,685,33201,6825,R,17296,,
66807,4350,872424635,872424635,2010073059,-1,73,59,-1,-2.21129,-25,38,14,EE-08,602,2,15,28,8,1,2,9,5,1,684,33201,6805,R,17352,,
66808,4436,872424636,872424636,2010073060,-1,73,60,-1,-2.1969,-25,38,15,EE-08,602,2,15,28,8,1,2,7,3,1,682,33201,6820,R,17352,,
66809,4523,872424637,872424637,2010073061,-1,73,61,-1,-2.18113,-24,39,11,EE-08,602,2,11,20,6,2,1,4,5,1,479,33201,7016,R,17104,,
66810,4617,872424638,872424638,2010073062,-1,73,62,-1,-2.16443,-25,39,12,EE-08,602,2,16,20,6,1,4,15,1,1,490,33201,7990,R,17416,,
66811,4711,872424639,872424639,2010073063,-1,73,63,-1,-2.14684,-24,39,13,EE-08,602,2,12,20,6,1,2,9,5,1,484,33201,7005,R,17160,,
66812,4805,872424640,872424640,2010073064,-1,73,64,-1,-2.12847,-24,39,14,EE-08,602,3,9,20,6,2,3,14,5,1,489,33201,7010,R,25168,,
66813,4899,872424641,872424641,2010073065,-1,73,65,-1,-2.10942,-24,39,15,EE-08,602,3,9,20,6,2,3,12,3,1,487,33201,6999,R,25168,,
66814,4991,872424642,872424642,2010073066,-1,73,66,-1,-2.08971,-24,40,11,EE-08,602,3,10,13,6,1,3,13,4,1,313,33201,9406,R,25224,,
66815,5081,872424643,872424643,2010073067,-1,73,67,-1,-2.06953,-24,40,12,EE-08,602,3,10,13,6,1,3,12,3,1,312,33201,9411,R,25224,,
66816,5171,872424644,872424644,2010073068,-1,73,68,-1,-2.04897,-24,40,13,EE-08,602,3,10,13,6,1,3,11,2,1,311,33201,9401,R,25224,,
66817,5261,872424645,872424645,2010073069,-1,73,69,-1,-2.0281,-24,40,14,EE-08,602,3,10,13,6,1,3,10,1,1,310,33201,9396,R,25224,,
66818,5351,872424646,872424646,2010073070,-1,73,70,-1,-2.007,-24,40,15,EE-08,602,3,11,13,6,1,4,15,1,1,315,33201,9391,R,25288,,
66819,5441,872424647,872424647,2010073071,-1,73,71,-1,-1.98596,-23,41,11,EE-08,602,3,7,7,6,1,2,9,5,1,159,33201,9601,R,25032,,
66820,5531,872424648,872424648,2010073072,-1,73,72,-1,-1.96456,-23,41,12,EE-08,602,3,7,7,6,2,4,15,1,1,165,33201,9595,R,25040,,
66821,5621,872424649,872424649,2010073073,-1,73,73,-1,-1.9431,-23,41,13,EE-08,602,3,8,7,6,1,5,22,3,1,172,33201,9606,R,25096,,
66822,5711,872424650,872424650,2010073074,-1,73,74,-1,-1.92164,-22,41,14,EE-08,602,3,4,7,6,2,3,13,4,1,163,33201,9582,R,24848,,
66823,5801,872424651,872424651,2010073075,-1,73,75,-1,-1.90021,-22,41,15,EE-08,602,3,4,7,6,2,3,11,2,1,161,33201,9588,R,24848,,
66824,5888,872424652,872424652,2010073076,-1,73,76,-1,-1.87947,-22,42,11,EE-09,603,3,4,29,8,1,2,8,4,1,708,33201,9785,R,24840,,
66825,5972,872424653,872424653,2010073077,-1,73,77,-1,-1.85822,-22,42,12,EE-09,603,4,1,29,8,1,4,18,4,1,718,33201,9791,R,32840,,
66826,6056,872424654,872424654,2010073078,-1,73,78,-1,-1.83709,-22,42,13,EE-09,603,4,1,29,8,1,4,16,2,1,716,33201,9796,R,32840,,
66827,6140,872424655,872424655,2010073079,-1,73,79,-1,-1.8161,-21,42,14,EE-09,603,22,13,29,8,2,3,14,5,1,714,33201,9782,R,181072,,
66828,6224,872424656,872424656,2010073080,-1,73,80,-1,-1.79528,-21,42,15,EE-09,603,22,13,29,8,2,3,12,3,1,712,33201,9774,R,181072,,
66829,6303,872424657,872424657,2010073081,-1,73,81,-1,-1.77571,-21,43,11,EE-09,603,22,13,26,8,1,2,9,5,1,634,33201,9944,R,181064,,
66830,6377,872424658,872424658,2010073082,-1,73,82,-1,-1.75531,-21,43,12,EE-09,603,22,13,26,8,1,2,6,2,1,631,33201,9957,R,181064,,
66831,6451,872424659,872424659,2010073083,-1,73,83,-1,-1.73511,-20,43,13,EE-09,603,22,10,26,8,2,3,14,5,1,639,33201,9962,R,180880,,
66832,6525,872424660,872424660,2010073084,-1,73,84,-1,-1.71512,-20,43,14,EE-09,603,22,10,26,8,2,3,13,4,1,638,33201,9950,R,180880,,
66833,6599,872424661,872424661,2010073085,-1,73,85,-1,-1.69536,-20,43,15,EE-09,603,22,10,26,8,2,3,11,2,1,636,33201,9968,R,180880,,
66834,6671,872424662,872424662,2010073086,-1,73,86,-1,-1.67732,-20,44,11,EE-09,603,22,10,22,7,1,3,13,4,1,538,33201,10082,R,180872,,
66835,6741,872424663,872424663,2010073087,-1,73,87,-1,-1.65807,-20,44,12,EE-09,603,22,10,22,7,1,3,10,1,1,535,33201,10093,R,180872,,
66836,6806,872424664,872424664,2010073088,-1,73,88,-1,-1.63905,-19,44,13,EE-09,603,22,6,22,7,3,2,9,5,1,534,33201,10088,R,180632,,
66837,6866,872424665,872424665,2010073089,-1,73,89,-1,-1.62026,-19,44,14,EE-09,603,22,6,22,7,3,2,7,3,1,532,33201,10106,R,180632,,
66838,6926,872424666,872424666,2010073090,-1,73,90,-1,-1.60171,-19,44,15,EE-09,603,22,7,22,7,2,4,15,1,1,540,33201,10102,R,180688,,
66839,6986,872424667,872424667,2010073091,-1,73,91,-1,-1.58531,-19,45,11,EE-09,603,22,7,19,7,1,3,13,4,1,463,33106,4180,C,180680,,
66840,7046,872424668,872424668,2010073092,-1,73,92,-1,-1.5673,-19,45,12,EE-09,603,22,7,19,7,1,3,11,2,1,461,33106,4190,C,180680,,
66841,7101,872424669,872424669,2010073093,-1,73,93,-1,-1.54952,-18,45,13,EE-09,603,22,3,19,7,2,2,9,5,1,459,33106,4172,C,180432,,
66842,7151,872424670,872424670,2010073094,-1,73,94,-1,-1.53196,-18,45,14,EE-09,603,22,3,19,7,2,2,7,3,1,457,33106,4186,C,180432,,
66843,7201,872424671,872424671,2010073095,-1,73,95,-1,-1.51464,-18,45,15,EE-09,603,22,3,19,7,3,4,15,1,1,465,33106,4167,C,180440,,
66844,168,872424710,872424710,2010074006,-1,74,6,-1,-1.49646,-18,282,24,EE-06,609,34,2,31,8,2,2,6,2,4,756,33106,3810,C,278672,,
66845,218,872424711,872424711,2010074007,-1,74,7,-1,-1.51334,-18,282,19,EE-06,609,34,2,31,8,2,2,8,4,4,758,33106,3809,C,278672,,
66846,268,872424712,872424712,2010074008,-1,74,8,-1,-1.53043,-18,282,14,EE-06,609,34,2,31,8,2,2,9,5,4,759,33106,3808,C,278672,,
66847,323,872424713,872424713,2010074009,-1,74,9,-1,-1.54773,-19,282,9,EE-06,609,34,6,31,8,3,3,12,3,4,762,33106,3807,C,278936,,
66848,383,872424714,872424714,2010074010,-1,74,10,-1,-1.56525,-19,282,4,EE-06,609,34,6,31,8,3,3,14,5,4,764,33106,3805,C,278936,,
66849,443,872424715,872424715,2010074011,-1,74,11,-1,-1.58094,-19,281,24,EE-06,609,34,7,30,8,2,1,0,1,4,725,33201,8984,R,278992,,
66850,503,872424716,872424716,2010074012,-1,74,12,-1,-1.59895,-19,281,19,EE-06,609,34,7,30,8,1,2,6,2,4,731,33201,8988,R,278984,,
66851,563,872424717,872424717,2010074013,-1,74,13,-1,-1.61718,-19,281,14,EE-06,609,34,7,30,8,1,2,8,4,4,733,33201,8987,R,278984,,
66852,628,872424718,872424718,2010074014,-1,74,14,-1,-1.63562,-19,281,9,EE-06,609,34,7,30,8,1,2,9,5,4,734,33201,8986,R,278984,,
66853,698,872424719,872424719,2010074015,-1,74,15,-1,-1.65427,-20,281,4,EE-06,609,34,11,30,8,2,3,13,4,4,738,33201,8985,R,279248,,
66854,770,872424720,872424720,2010074016,-1,74,16,-1,-1.67148,-20,280,24,EE-06,609,34,11,24,8,3,3,11,2,4,586,33201,8850,R,279256,,
66855,844,872424721,872424721,2010074017,-1,74,17,-1,-1.69059,-20,280,19,EE-06,609,34,11,24,8,3,3,13,4,4,588,33201,8848,R,279256,,
66856,918,872424722,872424722,2010074018,-1,74,18,-1,-1.7099,-20,280,14,EE-06,609,34,12,24,8,1,1,2,3,4,577,33201,8852,R,279304,,
66857,992,872424723,872424723,2010074019,-1,74,19,-1,-1.72941,-21,280,9,EE-06,609,34,16,24,8,2,2,6,2,4,581,33201,8851,R,279568,,
66858,1066,872424724,872424724,2010074020,-1,74,20,-1,-1.74909,-21,280,4,EE-06,609,34,16,24,8,2,2,8,4,4,583,33201,8849,R,279568,,
66859,1145,872424725,872424725,2010074021,-1,74,21,-1,-1.76771,-21,279,24,EE-06,609,34,16,17,7,1,3,12,3,4,412,33201,8735,R,279560,,
66860,1229,872424726,872424726,2010074022,-1,74,22,-1,-1.78775,-21,279,19,EE-06,609,35,13,17,7,1,1,0,1,4,400,33201,8737,R,287560,,
66861,1313,872424727,872424727,2010074023,-1,74,23,-1,-1.80794,-21,279,14,EE-06,609,35,13,17,7,1,1,2,3,4,402,33201,8738,R,287560,,
66862,1397,872424728,872424728,2010074024,-1,74,24,-1,-1.82825,-22,279,9,EE-06,609,17,1,17,7,1,2,5,1,4,405,33201,8733,R,139336,,
66863,1481,872424729,872424729,2010074025,-1,74,25,-1,-1.84866,-22,279,4,EE-06,609,17,1,17,7,1,2,8,4,4,408,33201,8734,R,139336,,
66864,1568,872424730,872424730,2010074026,-1,74,26,-1,-1.86831,-22,278,24,EE-06,609,17,1,10,7,2,2,6,2,4,231,33201,8522,R,139344,,
66865,1658,872424731,872424731,2010074027,-1,74,27,-1,-1.88885,-22,278,19,EE-06,609,17,1,10,7,2,2,9,5,4,234,33201,8518,R,139344,,
66866,1748,872424732,872424732,2010074028,-1,74,28,-1,-1.90941,-22,278,14,EE-06,609,17,2,10,7,2,1,1,2,4,226,33201,8519,R,139408,,
66867,1838,872424733,872424733,2010074029,-1,74,29,-1,-1.92995,-22,278,9,EE-06,609,17,2,10,7,2,1,3,4,4,228,33201,8520,R,139408,,
66868,1928,872424734,872424734,2010074030,-1,74,30,-1,-1.95042,-23,278,4,EE-06,609,17,6,10,7,1,3,13,4,4,238,33201,8521,R,139656,,
66869,2018,872424735,872424735,2010074031,-1,74,31,-1,-1.97031,-23,277,24,EE-06,609,17,7,6,5,2,1,0,1,4,125,33201,8323,R,139728,,
66870,2108,872424736,872424736,2010074032,-1,74,32,-1,-1.99047,-23,277,19,EE-06,609,17,7,6,5,2,1,2,3,4,127,33201,8318,R,139728,,
66871,2198,872424737,872424737,2010074033,-1,74,33,-1,-2.01041,-24,277,14,EE-06,609,17,12,6,5,2,2,5,1,4,130,33201,8320,R,140048,,
66872,2288,872424738,872424738,2010074034,-1,74,34,-1,-2.03005,-24,277,9,EE-06,609,17,12,6,5,2,2,6,2,4,131,33201,8321,R,140048,,
66873,2378,872424739,872424739,2010074035,-1,74,35,-1,-2.04934,-24,277,4,EE-06,609,17,12,6,5,2,2,8,4,4,133,33201,8322,R,140048,,
66874,2470,872424740,872424740,2010074036,-1,74,36,-1,-2.068,-24,276,24,EE-07,601,17,12,25,8,1,3,12,3,4,612,33201,8160,R,140040,,
66875,2564,872424741,872424741,2010074037,-1,74,37,-1,-2.08622,-24,276,19,EE-07,601,18,9,25,8,1,1,0,1,4,600,33201,8156,R,148040,,
66876,2658,872424742,872424742,2010074038,-1,74,38,-1,-2.10383,-24,276,14,EE-07,601,18,9,25,8,1,1,3,4,4,603,33201,8157,R,148040,,
66877,2752,872424743,872424743,2010074039,-1,74,39,-1,-2.12073,-24,276,9,EE-07,601,18,10,25,8,2,2,5,1,4,605,33201,8158,R,148112,,
66878,2836,872424744,872424744,2010074040,-1,74,40,-1,-2.13682,-24,276,4,EE-07,601,18,10,25,8,2,2,8,4,4,608,33201,8159,R,148112,,
66879,2919,872424745,872424745,2010074041,-1,74,41,-1,-2.15196,-25,275,24,EE-07,601,18,14,19,7,1,2,6,2,4,456,33201,8040,R,148360,,
66880,3003,872424746,872424746,2010074042,-1,74,42,-1,-2.16595,-25,275,19,EE-07,601,18,14,19,7,1,2,9,5,4,459,33201,8044,R,148360,,
66881,3085,872424747,872424747,2010074043,-1,74,43,-1,-2.17881,-25,275,14,EE-07,601,18,15,19,7,1,1,1,2,4,451,33201,8041,R,148424,,
66882,3165,872424748,872424748,2010074044,-1,74,44,-1,-2.19044,-25,275,9,EE-07,601,18,15,19,7,1,1,3,4,4,453,33201,8039,R,148424,,
66883,3245,872424749,872424749,2010074045,-1,74,45,-1,-2.20074,-25,275,4,EE-07,601,18,16,19,7,2,4,18,4,4,468,33201,8038,R,148496,,
66884,3323,872424750,872424750,2010074046,-1,74,46,-1,-2.20959,-25,274,24,EE-07,601,18,16,12,7,1,3,12,3,4,287,33201,7985,R,148488,,
66885,3401,872424751,872424751,2010074047,-1,74,47,-1,-2.21675,-25,274,19,EE-07,601,1,13,12,7,1,1,0,1,4,275,33201,7987,R,9032,,
66886,3479,872424752,872424752,2010074048,-1,74,48,-1,-2.22232,-25,274,14,EE-07,601,1,13,12,7,1,1,3,4,4,278,33201,7988,R,9032,,
66887,3557,872424753,872424753,2010074049,-1,74,49,-1,-2.22627,-25,274,9,EE-07,601,1,14,12,7,1,2,5,1,4,280,33201,7989,R,9096,,
66888,3635,872424754,872424754,2010074050,-1,74,50,-1,-2.22853,-25,274,4,EE-07,601,1,14,12,7,1,2,8,4,4,283,33201,7992,R,9096,,
66889,3713,872424755,872424755,2010074051,-1,74,51,-1,-2.22906,-25,37,16,EE-07,601,1,15,4,5,1,1,3,4,1,78,33201,9289,R,9160,,
66890,3791,872424756,872424756,2010074052,-1,74,52,-1,-2.22778,-25,37,17,EE-07,601,1,15,4,5,1,1,1,2,1,76,33201,9273,R,9160,,
66891,3869,872424757,872424757,2010074053,-1,74,53,-1,-2.2248,-25,37,18,EE-07,601,1,16,4,5,1,2,8,4,1,83,33201,9267,R,9224,,
66892,3947,872424758,872424758,2010074054,-1,74,54,-1,-2.22017,-25,37,19,EE-07,601,1,16,4,5,1,2,6,2,1,81,33201,9277,R,9224,,
66893,4025,872424759,872424759,2010074055,-1,74,55,-1,-2.21392,-25,37,20,EE-07,601,2,13,4,5,2,3,11,2,1,86,33201,9284,R,17232,,
66894,4105,872424760,872424760,2010074056,-1,74,56,-1,-2.206,-25,38,16,EE-08,602,2,13,28,8,1,4,16,2,1,691,33201,6834,R,17224,,
66895,4185,872424761,872424761,2010074057,-1,74,57,-1,-2.19651,-25,38,17,EE-08,602,2,14,28,8,1,1,4,5,1,679,33201,6829,R,17288,,
66896,4267,872424762,872424762,2010074058,-1,74,58,-1,-2.18563,-25,38,18,EE-08,602,2,14,28,8,1,1,2,3,1,677,33201,6826,R,17288,,
66897,4351,872424763,872424763,2010074059,-1,74,59,-1,-2.17347,-25,38,19,EE-08,602,2,15,28,8,1,2,8,4,1,683,33201,6811,R,17352,,
66898,4437,872424764,872424764,2010074060,-1,74,60,-1,-2.16012,-25,38,20,EE-08,602,2,15,28,8,1,2,6,2,1,681,33201,6819,R,17352,,
66899,4524,872424765,872424765,2010074061,-1,74,61,-1,-2.14558,-24,39,16,EE-08,602,2,11,20,6,2,1,3,4,1,478,33201,7017,R,17104,,
66900,4618,872424766,872424766,2010074062,-1,74,62,-1,-2.13001,-24,39,17,EE-08,602,2,11,20,6,2,1,1,2,1,476,33201,7986,R,17104,,
66901,4712,872424767,872424767,2010074063,-1,74,63,-1,-2.11357,-24,39,18,EE-08,602,2,12,20,6,1,2,8,4,1,483,33201,7006,R,17160,,
66902,4806,872424768,872424768,2010074064,-1,74,64,-1,-2.09635,-24,39,19,EE-08,602,2,12,20,6,1,2,6,2,1,481,33201,7008,R,17160,,
66903,4900,872424769,872424769,2010074065,-1,74,65,-1,-2.07847,-24,39,20,EE-08,602,3,9,20,6,2,3,11,2,1,486,33201,7001,R,25168,,
66904,4992,872424770,872424770,2010074066,-1,74,66,-1,-2.06009,-24,40,16,EE-08,602,3,9,13,6,1,2,9,5,1,309,33201,9407,R,25160,,
66905,5082,872424771,872424771,2010074067,-1,74,67,-1,-2.04104,-24,40,17,EE-08,602,3,9,13,6,1,2,7,3,1,307,33201,9412,R,25160,,
66906,5172,872424772,872424772,2010074068,-1,74,68,-1,-2.02159,-24,40,18,EE-08,602,3,9,13,6,1,2,5,1,1,305,33201,9402,R,25160,,
66907,5262,872424773,872424773,2010074069,-1,74,69,-1,-2.00181,-23,40,19,EE-08,602,3,6,13,6,2,1,3,4,1,303,33201,9395,R,24976,,
66908,5352,872424774,872424774,2010074070,-1,74,70,-1,-1.98176,-23,40,20,EE-08,602,3,6,13,6,2,1,1,2,1,301,33201,9392,R,24976,,
66909,5442,872424775,872424775,2010074071,-1,74,71,-1,-1.96192,-23,41,16,EE-08,602,3,7,7,6,1,2,8,4,1,158,33201,9602,R,25032,,
66910,5532,872424776,872424776,2010074072,-1,74,72,-1,-1.9415,-23,41,17,EE-08,602,3,7,7,6,1,2,6,2,1,156,33201,9592,R,25032,,
66911,5622,872424777,872424777,2010074073,-1,74,73,-1,-1.92098,-22,41,18,EE-08,602,3,3,7,6,2,1,4,5,1,154,33201,9605,R,24784,,
66912,5712,872424778,872424778,2010074074,-1,74,74,-1,-1.90042,-22,41,19,EE-08,602,3,3,7,6,2,1,2,3,1,152,33201,9583,R,24784,,
66913,5802,872424779,872424779,2010074075,-1,74,75,-1,-1.87985,-22,41,20,EE-08,602,3,4,7,6,2,3,10,1,1,160,33201,9589,R,24848,,
66914,5889,872424780,872424780,2010074076,-1,74,76,-1,-1.86011,-22,42,16,EE-09,603,3,4,29,8,1,2,7,3,1,707,33201,9786,R,24840,,
66915,5973,872424781,872424781,2010074077,-1,74,77,-1,-1.83964,-22,42,17,EE-09,603,3,4,29,8,1,2,5,1,1,705,33201,9792,R,24840,,
66916,6057,872424782,872424782,2010074078,-1,74,78,-1,-1.81926,-21,42,18,EE-09,603,21,16,29,8,2,1,3,4,1,703,33201,9797,R,173072,,
66917,6141,872424783,872424783,2010074079,-1,74,79,-1,-1.79899,-21,42,19,EE-09,603,21,16,29,8,2,1,1,2,1,701,33201,9781,R,173072,,
66918,6225,872424784,872424784,2010074080,-1,74,80,-1,-1.77885,-21,42,20,EE-09,603,22,13,29,8,2,3,11,2,1,711,33201,9778,R,181072,,
66919,6304,872424785,872424785,2010074081,-1,74,81,-1,-1.76007,-21,43,16,EE-09,603,22,13,26,8,1,2,8,4,1,633,33201,9945,R,181064,,
66920,6378,872424786,872424786,2010074082,-1,74,82,-1,-1.74027,-21,43,17,EE-09,603,22,13,26,8,1,2,5,1,1,630,33201,9955,R,181064,,
