rowinRoot,hashedId,CMSSWID,CMSSWID,dbID,side,ix,iy,side,eta,eta_ring,sc,iSC,EE,FED,TCC,TTinTCC,CCU,token_ring,strip,VFE,Xtal in CCU,Xtal in VFE,Quadrant,chElectroniq,BarCode1,BarCode2,RusOrChin,stripid,,
61952,4067,872417336,872417336,2010016056,-1,16,56,-1,-1.84136,-22,135,5,EE-02,605,10,1,30,5,1,2,9,5,2,734,30399,883,C,81992,,
61953,4147,872417337,872417337,2010016057,-1,16,57,-1,-1.83691,-22,135,10,EE-02,605,10,1,30,5,1,2,6,2,2,731,30399,886,C,81992,,
61954,4227,872417338,872417338,2010016058,-1,16,58,-1,-1.83176,-22,135,15,EE-02,605,9,4,30,5,1,1,4,5,2,729,30399,887,C,73992,,
61955,4309,872417339,872417339,2010016059,-1,16,59,-1,-1.82595,-22,135,20,EE-02,605,9,4,30,5,1,1,2,3,2,727,30399,659,C,73992,,
61956,4393,872417340,872417340,2010016060,-1,16,60,-1,-1.81949,-22,135,25,EE-02,605,9,3,30,5,2,3,14,5,2,739,30399,661,C,73936,,
61957,4476,872417341,872417341,2010016061,-1,16,61,-1,-1.81285,-22,136,5,EE-02,605,9,3,22,6,1,2,9,5,2,534,30399,899,C,73928,,
61958,4560,872417342,872417342,2010016062,-1,16,62,-1,-1.80505,-22,136,10,EE-02,605,9,3,22,6,1,2,7,3,2,532,30399,902,C,73928,,
61959,4654,872417343,872417343,2010016063,-1,16,63,-1,-1.7967,-21,136,15,EE-02,605,27,14,22,6,3,1,4,5,2,529,30399,904,C,222104,,
61960,4748,872417344,872417344,2010016064,-1,16,64,-1,-1.78782,-21,136,20,EE-02,605,27,14,22,6,3,1,3,4,2,528,30399,905,C,222104,,
61961,4842,872417345,872417345,2010016065,-1,16,65,-1,-1.77845,-21,136,25,EE-02,605,27,14,22,6,3,1,1,2,2,526,30399,907,C,222104,,
61962,4934,872417346,872417346,2010016066,-1,16,66,-1,-1.76932,-21,137,5,EE-02,605,27,13,15,6,1,1,4,5,2,354,30399,772,C,222024,,
61963,5024,872417347,872417347,2010016067,-1,16,67,-1,-1.75895,-21,137,10,EE-02,605,27,13,15,6,1,1,3,4,2,353,30399,759,C,222024,,
61964,5114,872417348,872417348,2010016068,-1,16,68,-1,-1.74818,-21,137,15,EE-02,605,27,13,15,6,1,1,2,3,2,352,30399,803,C,222024,,
61965,5204,872417349,872417349,2010016069,-1,16,69,-1,-1.73705,-21,137,20,EE-02,605,27,13,15,6,1,1,1,2,2,351,30399,783,C,222024,,
61966,5294,872417350,872417350,2010016070,-1,16,70,-1,-1.72558,-21,137,25,EE-02,605,27,13,15,6,1,1,0,1,2,350,30399,779,C,222024,,
61967,5384,872417351,872417351,2010016071,-1,16,71,-1,-1.7148,-20,138,5,EE-02,605,26,12,9,8,2,1,4,5,2,204,33201,207,R,213776,,
61968,5474,872417352,872417352,2010016072,-1,16,72,-1,-1.70267,-20,138,10,EE-02,605,26,12,9,8,2,1,3,4,2,203,33201,227,R,213776,,
61969,5564,872417353,872417353,2010016073,-1,16,73,-1,-1.69029,-20,138,15,EE-02,605,26,12,9,8,2,1,2,3,2,202,33201,215,R,213776,,
61970,5654,872417354,872417354,2010016074,-1,16,74,-1,-1.67769,-20,138,20,EE-02,605,26,12,9,8,2,1,1,2,2,201,33201,228,R,213776,,
61971,5744,872417355,872417355,2010016075,-1,16,75,-1,-1.6649,-20,138,25,EE-02,605,26,11,9,8,2,3,13,4,2,213,33201,221,R,213712,,
61972,5831,872417356,872417356,2010016076,-1,16,76,-1,-1.65325,-20,139,5,EE-02,605,26,11,5,8,1,2,9,5,2,109,33201,11080,R,213704,,
61973,5915,872417357,872417357,2010016077,-1,16,77,-1,-1.64008,-19,139,10,EE-02,605,26,7,5,8,4,1,4,5,2,104,33201,11079,R,213472,,
61974,5999,872417358,872417358,2010016078,-1,16,78,-1,-1.62679,-19,139,15,EE-02,605,26,7,5,8,4,1,3,4,2,103,33201,11077,R,213472,,
61975,6083,872417359,872417359,2010016079,-1,16,79,-1,-1.61339,-19,139,20,EE-02,605,26,7,5,8,4,1,1,2,2,101,33201,11076,R,213472,,
61976,6167,872417360,872417360,2010016080,-1,16,80,-1,-1.59991,-19,139,25,EE-02,605,26,6,5,8,3,3,13,4,2,113,33201,11075,R,213400,,
61977,6246,872417361,872417361,2010016081,-1,16,81,-1,-1.58799,-19,140,5,EE-02,605,26,6,2,8,2,1,4,5,2,29,33201,11709,R,213392,,
61978,6320,872417362,872417362,2010016082,-1,16,82,-1,-1.57435,-19,140,10,EE-02,605,26,6,2,8,2,1,3,4,2,28,33201,11708,R,213392,,
61979,6394,872417363,872417363,2010016083,-1,16,83,-1,-1.56068,-19,140,15,EE-02,605,26,6,2,8,2,1,2,3,2,27,33201,11694,R,213392,,
61980,6468,872417364,872417364,2010016084,-1,16,84,-1,-1.54698,-19,140,20,EE-02,605,26,6,2,8,2,1,1,2,2,26,33201,11692,R,213392,,
61981,6542,872417365,872417365,2010016085,-1,16,85,-1,-1.53327,-19,140,25,EE-02,605,26,6,2,8,2,1,0,1,2,25,33201,11690,R,213392,,
61982,6614,872417366,872417366,2010016086,-1,16,86,-1,-1.52153,-18,141,5,EE-02,605,26,1,3,8,1,1,4,5,2,54,33106,4559,C,213064,,
61983,6684,872417367,872417367,2010016087,-1,16,87,-1,-1.50782,-18,141,10,EE-02,605,26,1,3,8,1,1,2,3,2,52,33106,4563,C,213064,,
61984,571,872417422,872417422,2010017014,-1,17,14,-1,-1.51486,-18,220,17,EE-04,607,30,4,21,5,1,2,6,2,3,506,33106,4556,C,246024,,
61985,641,872417423,872417423,2010017015,-1,17,15,-1,-1.52891,-18,220,16,EE-04,607,30,4,21,5,1,2,9,5,3,509,33106,4527,C,246024,,
61986,713,872417424,872417424,2010017016,-1,17,16,-1,-1.54111,-19,219,20,EE-04,607,30,8,26,7,1,2,6,2,3,631,33201,7410,R,246280,,
61987,787,872417425,872417425,2010017017,-1,17,17,-1,-1.55521,-19,219,19,EE-04,607,30,8,26,7,1,2,8,4,3,633,33201,7292,R,246280,,
61988,861,872417426,872417426,2010017018,-1,17,18,-1,-1.56931,-19,219,18,EE-04,607,30,7,26,7,4,3,10,1,3,635,33201,7137,R,246240,,
61989,935,872417427,872417427,2010017019,-1,17,19,-1,-1.58341,-19,219,17,EE-04,607,30,7,26,7,4,3,12,3,3,637,33201,7301,R,246240,,
61990,1009,872417428,872417428,2010017020,-1,17,20,-1,-1.59748,-19,219,16,EE-04,607,30,7,26,7,3,1,4,5,3,629,33201,7361,R,246232,,
61991,1088,872417429,872417429,2010017021,-1,17,21,-1,-1.60996,-19,218,20,EE-04,607,30,7,19,7,2,3,11,2,3,461,33201,7683,R,246224,,
61992,1172,872417430,872417430,2010017022,-1,17,22,-1,-1.62392,-19,218,19,EE-04,607,30,6,19,7,3,1,1,2,3,451,33201,7694,R,246168,,
61993,1256,872417431,872417431,2010017023,-1,17,23,-1,-1.63782,-19,218,18,EE-04,607,30,6,19,7,3,1,3,4,3,453,33201,7688,R,246168,,
61994,1340,872417432,872417432,2010017024,-1,17,24,-1,-1.65163,-20,218,17,EE-04,607,30,10,19,7,2,2,5,1,3,455,33201,7699,R,246416,,
61995,1424,872417433,872417433,2010017025,-1,17,25,-1,-1.66533,-20,218,16,EE-04,607,30,10,19,7,2,2,8,4,3,458,33201,7677,R,246416,,
61996,1511,872417434,872417434,2010017026,-1,17,26,-1,-1.67765,-20,217,20,EE-04,607,30,10,12,7,1,3,11,2,3,286,33201,10920,R,246408,,
61997,1601,872417435,872417435,2010017027,-1,17,27,-1,-1.69102,-20,217,19,EE-04,607,30,9,12,7,3,2,5,1,3,280,33201,10908,R,246360,,
61998,1691,872417436,872417436,2010017028,-1,17,28,-1,-1.70422,-20,217,18,EE-04,607,30,9,12,7,3,2,6,2,3,281,33201,10901,R,246360,,
61999,1781,872417437,872417437,2010017029,-1,17,29,-1,-1.71721,-20,217,17,EE-04,607,30,9,12,7,3,2,8,4,3,283,33201,10910,R,246360,,
62000,1871,872417438,872417438,2010017030,-1,17,30,-1,-1.72997,-20,217,16,EE-04,607,30,9,12,7,2,1,4,5,3,279,33201,10922,R,246352,,
62001,1961,872417439,872417439,2010017031,-1,17,31,-1,-1.74151,-21,216,20,EE-03,606,30,13,31,5,1,4,15,1,3,765,33201,10726,R,246600,,
62002,2051,872417440,872417440,2010017032,-1,17,32,-1,-1.75364,-21,216,19,EE-03,606,29,16,31,5,2,2,5,1,3,755,33201,10722,R,238608,,
62003,2141,872417441,872417441,2010017033,-1,17,33,-1,-1.76545,-21,216,18,EE-03,606,29,16,31,5,2,2,6,2,3,756,33201,10701,R,238608,,
62004,2231,872417442,872417442,2010017034,-1,17,34,-1,-1.77691,-21,216,17,EE-03,606,29,16,31,5,2,2,7,3,3,757,33201,10696,R,238608,,
62005,2321,872417443,872417443,2010017035,-1,17,35,-1,-1.78797,-21,216,16,EE-03,606,29,16,31,5,2,2,8,4,3,758,33201,10703,R,238608,,
62006,2413,872417444,872417444,2010017036,-1,17,36,-1,-1.79792,-21,215,20,EE-03,606,29,15,27,5,3,1,1,2,3,651,33201,10585,R,238552,,
62007,2507,872417445,872417445,2010017037,-1,17,37,-1,-1.808,-21,215,19,EE-03,606,29,15,27,5,3,1,3,4,3,653,33201,10577,R,238552,,
62008,2601,872417446,872417446,2010017038,-1,17,38,-1,-1.81759,-22,215,18,EE-03,606,11,2,27,5,2,2,5,1,3,655,33201,10586,R,90256,,
62009,2695,872417447,872417447,2010017039,-1,17,39,-1,-1.82665,-22,215,17,EE-03,606,11,2,27,5,2,2,7,3,3,657,33201,10564,R,90256,,
62010,2789,872417448,872417448,2010017040,-1,17,40,-1,-1.83514,-22,215,16,EE-03,606,11,2,27,5,2,2,9,5,3,659,33201,10568,R,90256,,
62011,2876,872417449,872417449,2010017041,-1,17,41,-1,-1.84258,-22,214,20,EE-03,606,11,2,21,7,1,3,11,2,3,511,33201,10402,R,90248,,
62012,2962,872417450,872417450,2010017042,-1,17,42,-1,-1.84971,-22,214,19,EE-03,606,11,1,21,7,1,2,6,2,3,506,33201,10427,R,90184,,
62013,3046,872417451,872417451,2010017043,-1,17,43,-1,-1.85619,-22,214,18,EE-03,606,11,1,21,7,1,2,8,4,3,508,33201,10417,R,90184,,
62014,3128,872417452,872417452,2010017044,-1,17,44,-1,-1.86197,-22,214,17,EE-03,606,10,4,21,7,2,1,1,2,3,501,33201,10416,R,82192,,
62015,3208,872417453,872417453,2010017045,-1,17,45,-1,-1.86705,-22,214,16,EE-03,606,10,4,21,7,2,1,3,4,3,503,33201,10419,R,82192,,
62016,3288,872417454,872417454,2010017046,-1,17,46,-1,-1.8711,-22,213,20,EE-03,606,10,4,14,7,1,2,6,2,3,331,33201,10271,R,82184,,
