crystal rawid	A 	 	t_0 	alpha 	beta 
838931294	0.241357	125.238	1.19331	40.729
838931295	0.241886	123.623	1.18709	40.2714
838931296	0.242745	122.875	1.17503	40.1493
838931297	0.24159	125.225	1.18389	40.5416
838931298	0.241796	124.974	1.21187	39.9893
838931299	0.241295	124.835	1.20423	40.2166
838931300	0.242446	124.643	1.20038	39.9621
838931301	0.242883	124.145	1.18967	39.9944
838931302	0.241411	125.042	1.21307	40.112
838931303	0.243476	124.882	1.19766	39.7725
838931304	0.24352	124.635	1.18495	40.0584
838931457	0.243419	126.049	1.18618	40.0948
838931458	0.243378	125.771	1.18636	40.1837
838931459	0.242295	124.186	1.12782	41.2808
838931460	0.241985	123.869	1.11461	41.3957
838931461	0.242695	126.262	1.1729	40.0533
838931462	0.245169	125.405	1.13337	40.7035
838931463	0.245113	125.316	1.16458	40.1695
838931464	0.24091	128.747	1.20917	40.1619
838931465	0.244801	124.744	1.18527	39.7573
838931466	0.243548	124.726	1.17438	40.1145
838931467	0.242652	125.883	1.17062	40.6275
838931468	0.241335	126.173	1.20861	40.3108
838931469	0.243167	124.156	1.14055	40.8437
838931470	0.242563	124.771	1.17201	40.4884
838931471	0.2415	125.722	1.20794	40.2003
838931472	0.243581	124.561	1.16207	40.3718
838931473	0.242563	125.738	1.16491	40.6328
838931474	0.243705	125.652	1.21156	39.7361
838931475	0.243147	125.015	1.19337	39.9533
838931476	0.243586	125.34	1.19661	39.9183
838931477	0.243478	125.081	1.16803	40.4164
838931478	0.242039	126.416	1.19471	40.4684
838931479	0.243013	126.541	1.20958	39.8782
838931480	0.243357	125.568	1.20899	39.7895
838931481	0.241743	125.916	1.18998	40.5521
838931482	0.242955	126.031	1.19196	40.1495
838931483	0.241787	125.807	1.18656	40.6108
838931484	0.242616	125.655	1.19318	40.2662
838931485	0.241578	125.11	1.19603	40.3992
838931486	0.242133	125.623	1.18522	40.4894
838931487	0.242604	125.156	1.1691	40.6115
838931488	0.242334	125.292	1.1852	40.427
838931489	0.243207	125.386	1.19555	40.0107
838931490	0.24183	125.328	1.18776	40.3715
838931491	0.241493	125.535	1.18858	40.5595
838931492	0.243131	127.211	1.19802	40.2094
838931493	0.242798	125.805	1.19345	40.2759
838931494	0.242171	125.496	1.18423	40.4927
838931495	0.241807	126.195	1.18241	40.703
838931496	0.241397	125.288	1.18295	40.5279
838931497	0.243898	124.903	1.14348	40.6798
838931498	0.243074	125.525	1.15666	40.781
838931499	0.243419	125.458	1.19478	40.0535
838931500	0.242402	126.179	1.21377	40.0836
838931501	0.242079	125.569	1.19676	40.2519
838931502	0.243778	124.82	1.16369	40.357
838931503	0.243969	125.579	1.17442	40.2634
838931504	0.242073	125.905	1.16864	40.7153
838931505	0.241307	125.41	1.17666	40.7549
838931506	0.243285	125.59	1.20465	39.8736
838931507	0.243501	126.42	1.17091	40.3973
838931508	0.243788	125.374	1.17194	40.2668
838931509	0.242313	125.906	1.20242	40.1933
838931510	0.241654	125.98	1.21763	39.925
838931511	0.24215	125.258	1.19208	40.2558
838931512	0.24253	125.814	1.19726	40.2053
838931513	0.243365	126.126	1.18611	40.2007
838931514	0.242168	125.183	1.18106	40.2745
838931515	0.242286	124.539	1.17429	40.6237
838931516	0.240227	125.271	1.23119	39.9235
838931517	0.244001	125.726	1.16896	40.3187
838931518	0.242377	126.517	1.19332	40.3873
838931519	0.241302	124.578	1.14281	41.1508
838931520	0.242764	125.519	1.15313	40.8437
838931521	0.242348	125.47	1.18557	40.4376
838931522	0.243694	122.36	1.0809	41.3843
838931523	0.243986	125.029	1.19543	39.7059
838931524	0.242813	125.989	1.19152	39.9684
838931525	0.243623	122.769	1.12006	40.9591
838931526	0.243974	124.296	1.16816	40.2385
838931527	0.24451	124.942	1.12643	40.9008
838931528	0.242291	124.546	1.15139	40.7043
838931529	0.24339	125.235	1.16631	40.3512
838931530	0.242337	124.883	1.18277	40.2176
838931531	0.240796	125.883	1.19848	40.4328
838931532	0.243881	125.816	1.04534	41.4017
838931533	0.243927	124.058	1.16004	40.2844
838931534	0.243331	122.639	1.15896	40.3456
838931535	0.242489	123.893	1.16901	40.4476
838931536	0.242076	124.233	1.18265	40.237
838931537	0.243252	125.741	1.21661	39.7275
838931538	0.243224	127.142	1.01875	42.4617
838931539	0.240145	125.796	1.20615	40.6396
838931540	0.240227	125.677	1.21363	40.4078
838931541	0.241231	125.607	1.20513	40.2684
838931542	0.242097	126.415	1.18472	40.6621
838931543	0.242807	126.35	1.23541	39.6177
838931544	0.240852	126.496	1.21154	40.5138
838931545	0.241457	124.276	1.16734	40.8827
838931546	0.242648	124.599	1.20419	39.8213
838931547	0.242941	125.505	1.19467	40.0858
838931548	0.242671	125.075	1.18499	40.3267
838931549	0.242301	124.613	1.15024	41.009
838931550	0.24223	124.972	1.18288	40.3523
838931551	0.240957	125.035	1.2063	40.3191
838931552	0.24313	126.079	1.18049	40.4531
838931553	0.242572	126.072	1.18202	40.4597
838931554	0.243259	125.612	1.19839	40.0249
838931555	0.242966	125.572	1.19987	39.9855
838931556	0.242574	125.244	1.19054	40.2003
838931557	0.243619	125.085	1.16719	40.4487
838931558	0.242896	125.479	1.18724	40.2646
838931559	0.242533	126.41	1.16555	40.5306
838931560	0.242233	125.328	1.17797	40.5551
838931561	0.242279	125.431	1.1946	40.2584
838931562	0.24268	126.28	1.16858	40.6789
838931563	0.244146	126.151	1.14902	40.6936
838931564	0.243221	125.739	1.17896	40.2981
838931565	0.243742	124.962	1.15051	40.5356
838931566	0.244232	125.807	1.18962	39.9
838931572	0.243505	126.072	1.18561	40.1743
838931573	0.243339	125.085	1.18773	40.0877
838931574	0.242459	125.282	1.19423	40.1274
838931575	0.243271	125.355	1.00938	42.1296
838931576	0.24303	123.617	1.16077	40.3598
838931577	0.243872	126.476	1.16496	40.4853
838931578	0.242954	125.708	1.14721	41.1449
838931579	0.244204	126.585	1.21255	39.734
838931580	0.244428	125.352	1.16563	40.2641
838931581	0.24447	124.001	1.13663	40.6374
838931582	0.243788	127.011	1.17614	40.4851
838931583	0.243587	126.117	1.18809	40.1741
838931584	0.243122	126.037	1.23376	39.5027
838931585	0.243045	125.024	1.18579	40.1212
838931586	0.242778	125.356	1.17728	40.5337
838931587	0.242825	126.163	1.1861	40.3722
838931588	0.243396	124.869	1.18127	40.074
838931589	0.242428	125.028	1.18112	40.3865
838931590	0.242345	125.808	1.2169	39.8827
838931591	0.241471	125.921	1.2104	40.0541
838931592	0.243736	126.151	1.15167	40.6618
838931593	0.243185	125.956	1.1732	40.5559
838931594	0.243597	125.504	1.15926	40.6106
838931595	0.241335	126.686	1.1857	40.7574
838931596	0.243847	126.016	1.19879	39.8918
838931597	0.241761	125.477	1.17739	40.6742
838931598	0.241194	125.292	1.16691	40.9917
838931599	0.242705	126.045	1.2012	39.9779
838931600	0.2416	124.635	1.18609	40.3445
838931601	0.241984	124.597	1.15949	40.7789
838931602	0.243226	125.645	1.16905	40.5427
838931603	0.241872	124.792	1.16132	40.7914
838931604	0.24306	126.751	1.15412	40.1131
838931605	0.242433	125.746	1.20535	40.0523
838931606	0.243606	124.828	1.17558	40.0549
838931607	0.242861	125.786	1.16071	40.7906
838931608	0.241617	126.377	1.17697	40.8131
838931609	0.243307	125.608	1.20064	39.9164
838931610	0.243062	125.692	1.19361	40.2015
838931611	0.24265	124.848	1.16717	40.5131
838931612	0.243414	126.255	1.08254	40.9645
838931613	0.242588	125.563	1.17933	40.4621
838931614	0.243055	126.309	1.18975	40.2814
838931615	0.241791	126.445	1.19226	40.5228
838931616	0.242642	125.03	1.1619	40.7362
838931617	0.242832	124.8	1.16453	40.4906
838931618	0.242515	124.878	1.16683	40.5337
838931619	0.241358	125.888	1.20152	40.3691
838931620	0.241679	124.777	1.17283	40.5055
838931621	0.24148	124.984	1.19179	40.4208
838931622	0.242773	126.196	1.20488	39.9513
838931623	0.241365	125.89	1.19169	40.6373
838931624	0.241651	125.616	1.18512	40.6192
838931625	0.24141	125.924	1.19868	40.4091
838931626	0.239808	125.92	1.18019	41.1605
838931627	0.244524	125.737	1.16082	40.5515
838931628	0.243355	125.014	1.17063	40.3089
838931629	0.243488	125.575	1.16697	40.4129
838931630	0.24359	126.29	1.19252	40.0355
838931631	0.244336	124.282	1.11999	40.9069
838931632	0.242851	125.015	1.16679	40.6077
838931633	0.243408	125.325	1.15465	40.6348
838931634	0.242338	125.833	1.1761	40.4904
838931635	0.242847	124.824	1.1608	40.6792
838931636	0.24252	124.385	1.16115	40.5436
838931637	0.244	127.259	1.18239	40.4269
838931638	0.244265	126.791	1.17826	40.3364
838931639	0.242611	126.591	1.15293	41.0593
838931640	0.243307	125.852	1.15515	40.851
838931641	0.243818	124.725	1.14869	40.768
838931642	0.243416	124.433	1.14856	40.7007
838931643	0.242145	125.774	1.16569	40.7282
838931644	0.243228	124.86	1.17288	40.2834
838931645	0.24249	125.817	1.17592	40.4832
838931646	0.242234	124.855	1.16217	40.7232
838931647	0.245273	124.516	0.954143	43.0463
838931648	0.242979	125.291	1.1909	40.1176
838931649	0.241433	125.468	1.18656	40.5985
838931650	0.243114	124.445	1.18716	40.1232
838931651	0.242176	125.049	1.207	40.1164
838931652	0.243281	125.139	1.17972	40.1551
838931653	0.243357	126.002	1.15336	40.082
838931654	0.242323	124.463	1.15308	40.8753
838931655	0.243946	123.637	1.16132	40.3467
838931656	0.244185	124.489	1.17776	40.0335
838931657	0.243151	124.565	1.17016	40.3735
838931658	0.242073	125.609	1.19553	40.2271
838931659	0.243008	124.911	1.18022	40.2828
838931660	0.242042	126.184	1.18391	40.6057
838931661	0.243737	124.612	1.17219	40.1421
838931662	0.242394	126.079	1.20046	40.3869
838931663	0.242702	125.223	1.20289	39.8329
838931664	0.241625	125.284	1.18564	40.4652
838931665	0.242072	125.165	1.17212	40.5442
838931666	0.242751	126.435	1.17924	39.9257
838931667	0.245906	126.076	1.15554	40.2853
838931668	0.245115	127.285	1.10998	40.188
838931669	0.241717	125.571	1.17145	40.7671
838931670	0.24113	126.393	1.17383	41.0644
838931671	0.241836	125.379	1.1716	40.6824
838931672	0.243152	125.885	1.1856	40.2016
838931673	0.242415	125.774	1.20195	40.1481
838931674	0.242331	125.236	1.17542	40.5613
838931675	0.241349	125.355	1.17741	40.6992
838931676	0.242318	125.618	1.17708	40.6896
838931677	0.243234	125.317	1.15805	40.5361
838931678	0.24279	125.639	1.19883	40.1116
838931679	0.244055	124.931	1.18099	40.0551
838931680	0.242054	125.698	1.18951	40.435
838931681	0.242339	125.611	1.19659	40.1135
838931682	0.243374	126.112	1.17809	40.3633
838931683	0.242551	125.105	1.13268	41.1781
838931684	0.242537	125.803	1.19707	40.2207
838931685	0.241472	126.164	1.21218	40.1948
838931686	0.241809	126.045	1.16812	40.9163
838931687	0.243936	125.744	1.18164	40.0693
838931688	0.242967	125.189	1.16054	40.8231
838931689	0.242929	125.385	1.01101	42.227
838931690	0.241863	124.693	1.15347	40.893
838931691	0.242675	125.054	1.17783	40.3358
838931692	0.244639	125.738	1.18105	39.9422
838931693	0.241868	126.957	1.17565	40.4868
838931694	0.24324	125.584	1.20589	39.8551
838931695	0.242057	125.972	1.21616	39.9515
838931696	0.243488	124.573	1.17531	40.18
838931697	0.243191	124.831	1.17431	40.232
838931698	0.243207	125.408	1.17112	40.346
838931699	0.242498	125.485	1.20006	40.0635
838931700	0.24282	124.527	1.16293	40.5644
838931701	0.241849	124.376	1.17942	40.4985
838931702	0.243857	125.969	1.19958	39.7959
838931703	0.241922	125.851	1.20566	40.1293
838931704	0.241681	126.249	1.18291	40.6871
838931705	0.242587	124.903	1.16081	40.6679
838931706	0.24244	125.516	1.18834	40.371
838931707	0.242445	125.13	1.14215	40.9012
838931708	0.243387	125.104	1.19282	39.9465
838931709	0.243008	124.642	1.16835	40.3966
838931710	0.24246	124.608	1.20699	39.8582
838931711	0.243346	124.175	1.20043	39.6761
838931712	0.243704	125.332	1.18591	40.1565
838931713	0.243195	124.893	1.18221	40.1526
838931714	0.242523	127.115	1.10969	40.8708
838931715	0.24378	124.05	1.17963	40.0339
838931716	0.241988	127.205	1.14551	40.516
838931717	0.244608	126.132	1.1644	40.3334
838931718	0.243448	125.851	1.17822	40.2613
838931719	0.243518	125.638	1.17234	40.3793
838931720	0.243671	125.505	1.17458	40.2897
838931721	0.242942	125.598	1.18799	40.3126
838931722	0.242969	126.927	1.18066	40.5281
838931723	0.242891	125.705	1.15568	40.908
838931724	0.241804	125.922	1.19188	40.5369
838931725	0.242384	125.188	1.17135	40.5919
838931726	0.242349	125.88	1.16999	40.7576
838931727	0.242567	125.766	1.17579	40.4266
838931728	0.242334	125.294	1.19265	40.1872
838931729	0.241834	125.464	1.18647	40.4717
838931730	0.241677	125.108	1.1715	40.7749
838931731	0.242227	125.454	1.19266	40.215
838931732	0.242782	126.984	1.18283	40.5115
838931733	0.242474	126.259	1.01618	42.7895
838931734	0.244511	125.761	1.18475	39.9531
838931735	0.241667	124.395	1.16295	40.8811
838931736	0.243523	125.09	1.19387	39.8843
838931737	0.242401	125.705	1.15585	40.9943
838931738	0.24262	126.861	1.14318	40.6909
838931739	0.242933	125.214	1.17963	40.2111
838931740	0.242618	124.981	1.17273	40.5886
838931741	0.242754	125.824	1.1748	40.4955
838931742	0.24458	126.365	1.18054	40.1075
838931743	0.243674	125.925	1.18836	40.1093
838931744	0.242678	125.561	1.18972	40.2976
838931745	0.242885	125.747	1.19834	40.1453
838931746	0.24275	125.63	1.20623	39.9305
838931747	0.242969	127.477	1.18938	40.496
838931748	0.241776	127.273	1.17727	40.8701
838931749	0.243227	127.053	1.19025	40.2862
838931750	0.243256	126.302	1.19828	39.9214
838931751	0.242164	126.121	1.18661	40.4136
838931752	0.242152	126.183	1.19676	40.1957
838931753	0.241319	126.577	1.22253	40.1929
838931754	0.241527	125.739	1.19676	40.3259
838931755	0.241676	124.962	1.16593	40.8016
838931756	0.241889	124.533	1.19465	40.1738
838931757	0.244623	124.227	1.16035	40.1408
838931758	0.243784	124.255	1.14822	40.492
838931759	0.243604	124.569	1.17363	40.1522
838931760	0.243374	125.782	1.18265	40.1965
838931761	0.24326	123.855	1.12693	41.0043
838931762	0.243923	126.441	1.17308	40.3173
838931763	0.243097	125.361	1.18269	40.2334
838931764	0.24322	125.257	1.18204	40.2711
838931765	0.244476	123.85	1.15856	40.1583
838931766	0.244873	123.793	1.15345	40.1955
838931767	0.245376	125.85	1.1471	40.4405
838931768	0.244331	125.5	1.20498	39.6632
838931769	0.243465	125.882	1.16546	40.5366
838931770	0.244306	124.498	1.15847	40.3662
838931771	0.243267	125.341	1.15222	40.7333
838931772	0.244828	126.384	1.161	40.3032
838931773	0.246454	125.165	1.13693	40.295
838931774	0.243521	124.986	1.16695	40.3963
838931775	0.243328	126.307	1.19067	40.1415
838931776	0.243122	125.103	1.12639	41.3844
838931777	0.242367	124.979	1.16986	40.6508
838931778	0.24314	125.251	1.18811	40.1839
838931779	0.242384	125.456	1.19255	40.1927
838931780	0.242263	125.286	1.18379	40.4289
838931781	0.241564	123.828	1.14895	41.0625
838931782	0.2433	126.815	1.17496	40.5899
838931783	0.241964	125.103	1.16516	40.7457
838931784	0.24235	126.225	1.19119	40.296
838931785	0.242843	125.513	1.19005	40.302
838931786	0.242939	124.805	1.16918	40.4581
838931787	0.244401	125.606	1.16993	40.4015
838931788	0.242603	125.676	1.18516	40.4217
838931789	0.242482	124.86	1.17108	40.5886
838931790	0.241997	124.872	1.18271	40.289
838931791	0.242464	125.156	1.16722	40.6664
838931792	0.242884	125.857	1.17269	40.4786
838931793	0.243019	125.889	1.20837	39.9686
838931794	0.241882	125.962	1.21181	40.0496
838931795	0.242297	125.709	1.1976	40.2762
838931796	0.240766	125.655	1.17811	40.9066
838931797	0.244125	125.887	1.19005	40.0244
838931798	0.242891	125.065	1.17411	40.4389
838931799	0.241046	126.24	1.16477	41.2126
838931800	0.243266	125.531	1.20512	39.8435
838931801	0.242595	126.306	1.07724	41.3312
838931802	0.243294	126.21	1.15742	40.4398
838931803	0.242051	125.348	1.193	40.2749
838931804	0.240589	125.621	1.22246	40.2018
838931805	0.242007	124.367	1.15097	40.7305
838931806	0.24171	123.917	1.17545	40.4766
838931807	0.243889	125.856	1.16513	40.375
838931808	0.242596	125.449	1.18813	40.2784
838931809	0.241507	126.059	1.19933	40.4045
838931810	0.241565	126.646	1.13097	40.7357
838931811	0.242219	125.41	1.19408	40.2088
838931812	0.243677	126.297	1.20256	39.8777
838931813	0.242836	125.316	1.13755	41.0851
838931814	0.242824	124.533	1.1588	40.6778
838931815	0.242626	124.963	1.17524	40.3511
838931816	0.24303	125.908	1.19196	40.1412
838931969	0.241432	124.233	1.17443	40.6315
838931970	0.242048	123.358	1.14573	40.8624
838931971	0.241377	123.175	1.1676	40.6844
838931972	0.24169	124.031	1.18504	40.3166
838931973	0.240939	121.442	1.09576	41.8633
838931974	0.242014	124.51	1.15218	40.9845
838931975	0.241543	123.287	1.13638	41.0313
838931976	0.241065	123.742	1.14828	41.1048
838931977	0.241609	123.116	1.1704	40.54
838931978	0.240093	122.858	1.15659	40.9005
838931979	0.240362	124.16	1.14342	41.3985
838931980	0.242888	124.041	1.12693	40.5603
838931981	0.241948	123.227	1.13468	41.0932
838931982	0.24108	124.145	1.18056	40.5173
838931983	0.241708	123.75	1.15964	40.6761
838931984	0.241562	123.775	1.1474	41.0822
838931985	0.241523	124.169	1.17818	40.5433
838931986	0.240114	123.018	1.15023	40.9776
838931987	0.239958	124.157	1.20724	40.3851
838931988	0.241153	122.674	1.14888	40.9918
838931989	0.241484	122.445	1.14674	40.709
838931990	0.242427	124.445	1.1684	40.4981
838931991	0.240338	124.974	1.16879	41.0231
838931992	0.242731	124.056	1.19222	39.9588
838931993	0.240634	124.024	1.15553	41.1971
838931994	0.242385	124.215	1.1724	40.5362
838931995	0.241828	124.687	1.1449	40.4663
838931996	0.241658	123.847	1.17414	40.5019
838931997	0.242248	123.949	1.19027	40.1027
838931998	0.241165	124.227	1.18391	40.4352
838931999	0.241979	125.395	1.18028	40.5901
838932000	0.241411	125.712	1.20948	40.1985
838932001	0.242389	124.078	1.18065	40.1682
838932002	0.241185	124.673	1.18951	40.4701
838932003	0.241413	124.078	1.16319	40.8184
838932004	0.241279	124.806	1.20037	40.2851
838932005	0.241205	123.375	1.14368	41.0989
838932006	0.240671	123.7	1.19951	40.2322
838932007	0.242693	122.467	1.16753	40.2856
838932008	0.240525	123.3	1.16014	41.0406
838932009	0.241884	124.253	1.1805	40.4103
838932010	0.242612	121.416	1.15066	40.4728
838932011	0.242246	123.496	1.16223	40.592
838932012	0.241452	123.484	1.14758	41.0058
838932013	0.241528	122.866	1.15764	40.7747
838932014	0.240962	124.376	1.18484	40.4907
838932015	0.242162	124.035	1.1785	40.3963
838932016	0.243246	123.073	1.15646	40.3689
838932017	0.242701	122.064	1.14179	40.7668
838932018	0.241245	123.258	1.17599	40.5331
838932019	0.242051	124.857	1.16367	40.7758
838932020	0.241448	124.608	1.1447	41.078
838932021	0.24158	123.883	1.15171	41.0405
838932022	0.242324	124.411	1.19785	40.1046
838932023	0.241944	124.046	1.17099	40.6017
838932024	0.242781	125.741	1.12277	40.4792
838932025	0.241653	124.836	1.19751	40.3224
838932026	0.241188	124.481	1.19056	40.3895
838932027	0.241767	124.07	1.19323	40.1171
838932028	0.242838	123.145	1.16068	40.3638
838932029	0.242374	124.047	1.14794	40.7003
838932030	0.24282	123.927	1.12883	41.0584
838932031	0.24375	123.436	1.1443	40.3895
838932032	0.241892	123.391	1.14725	40.8674
838932033	0.241962	122.844	1.1732	40.2946
838932034	0.243741	125.118	1.02197	41.6386
838932035	0.242033	125.248	1.01745	42.7789
838932037	0.242371	120.35	1.07378	41.5531
838932038	0.243526	122.24	1.123	40.809
838932039	0.242487	125.329	1.15223	40.9218
838932040	0.243056	123.034	1.15146	40.5051
838932041	0.24395	123.823	1.1511	40.4284
838932042	0.243817	121.697	1.09572	41.2194
838932043	0.241435	125.074	1.1621	41.0171
838932044	0.240871	124.015	1.15464	41.1921
838932045	0.242116	124.996	1.08528	41.0165
838932046	0.240858	124.228	1.18224	40.5433
838932047	0.241739	123.05	1.16762	40.4758
838932048	0.239758	123.458	1.18481	40.6962
838932049	0.240778	124.479	1.18061	40.7542
838932050	0.241412	122.985	1.14214	40.8723
838932051	0.241183	122.939	1.17147	40.593
838932052	0.239811	125.161	1.09861	41.2888
838932053	0.242271	123.198	1.182	40.3001
838932054	0.242695	123.115	1.1364	40.9725
838932055	0.240879	123.053	1.16218	40.9148
838932056	0.241019	123.764	1.16377	40.859
838932057	0.240753	123.153	1.18206	40.4513
838932058	0.242239	122.619	1.17576	40.2011
838932059	0.242556	124.17	1.16254	40.3922
838932060	0.241265	124.841	1.17289	40.7234
838932061	0.242807	123.1	1.16437	40.24
838932062	0.240163	122.883	1.18707	40.5206
838932063	0.241206	123.231	1.18576	40.3217
838932064	0.24348	123.749	1.1639	40.0725
838932065	0.242654	124.079	1.18533	40.1463
838932066	0.242422	124.033	1.18839	40.1144
838932067	0.243013	121.114	1.12195	40.7101
838932068	0.242934	122.366	1.16589	40.106
838932069	0.241538	123.961	1.15631	40.9028
838932070	0.243465	123.073	1.15304	40.4148
838932071	0.241943	122.794	1.11703	41.3618
838932072	0.240273	123.728	1.19717	40.3293
838932073	0.242216	122.261	1.15083	40.6233
838932074	0.243521	123.693	1.1321	40.8152
838932075	0.243631	123.007	1.14309	40.6395
838932076	0.24125	124.583	1.15599	41.0289
838932077	0.241572	123.197	1.13267	41.1641
838932078	0.243226	123.384	1.15627	40.5327
838932079	0.243023	122.85	1.13066	40.8044
838932080	0.242828	123.945	1.18641	40.0566
838932081	0.241512	123.968	1.15459	40.9485
838932082	0.242141	122.511	1.07744	41.9563
838932083	0.241816	122.604	1.15502	40.4948
838932084	0.242384	122.15	1.10237	41.3076
838932085	0.241916	123.831	1.16196	40.6835
838932086	0.24654	125.673	1.2952	37.3446
838932087	0.241668	122.663	1.14939	40.845
838932088	0.242307	123.371	1.16706	40.3402
838932089	0.24336	123.398	1.15981	40.4088
838932090	0.242961	123.075	1.15514	40.4222
838932091	0.2432	122.555	1.17402	39.9594
838932092	0.243149	123.344	1.1767	40.062
838932093	0.242318	123.044	1.15229	40.6023
838932094	0.241843	124.296	1.13935	41.1322
838932095	0.241876	124.096	1.1779	40.4307
838932096	0.242652	122.862	1.17172	40.2635
838932097	0.242936	122.413	1.16269	40.3023
838932098	0.242673	123.958	1.19665	39.867
838932099	0.242599	123.981	1.13235	41.0481
838932100	0.243365	124.43	1.17824	40.0797
838932101	0.241002	123.797	1.1574	40.8629
838932102	0.242284	122.795	1.12654	41.0787
838932103	0.242163	123.71	1.19297	39.7746
838932104	0.243416	124.221	1.15462	40.5177
838932105	0.242567	123.342	1.16178	40.4193
838932106	0.241716	124.021	1.18991	40.1031
838932107	0.242395	123.057	1.15166	40.5421
838932108	0.241938	123.578	1.16079	40.6492
838932109	0.241926	123.025	1.14378	40.8543
838932110	0.239675	124.045	1.18397	40.8591
838932111	0.241737	123.167	1.16965	40.5731
838932112	0.241472	123.315	1.14684	40.9331
838932113	0.240939	122.525	1.13684	41.2222
838932114	0.240948	124.689	1.16706	40.7418
838932115	0.242127	125.581	1.16341	40.8901
838932116	0.241116	123.585	1.17098	40.5298
838932117	0.240913	122.983	1.15999	40.7754
838932118	0.242508	123.613	1.17172	40.4054
838932119	0.243084	124.557	1.16727	40.3909
838932120	0.240968	124.681	1.14447	41.3511
838932121	0.243282	123.037	1.15759	40.4118
838932122	0.241571	124.259	1.19732	40.1348
838932123	0.24222	122.45	1.14739	40.6833
838932124	0.241353	122.423	1.13341	41.253
838932125	0.241398	123.186	1.16873	40.6321
838932126	0.241856	122.906	1.16934	40.4937
838932127	0.240886	122.973	1.15248	40.9986
838932128	0.241132	122.839	1.14935	41.0662
838932129	0.2426	123.748	1.15995	40.5855
838932130	0.240769	124.614	1.19264	40.4761
838932131	0.241541	123.86	1.16238	40.7411
838932132	0.240384	123.601	1.1399	41.3491
838932133	0.240364	123.549	1.18368	40.5418
838932134	0.241592	124.815	1.16565	40.8042
838932135	0.241533	123.735	1.16442	40.7282
838932136	0.240331	124.398	1.17963	40.7945
838932137	0.240542	124.162	1.09814	41.3598
838932138	0.240093	124.81	1.13126	40.9368
838932139	0.240504	124.152	1.16429	41.0165
838932140	0.240027	124.542	1.17568	40.8957
838932141	0.242062	123.445	1.17495	40.2868
838932142	0.24066	123.3	1.12851	41.5115
838932143	0.241091	122.979	1.15027	41.0886
838932144	0.241717	125.132	1.07637	41.3107
838932145	0.240272	124.421	1.18903	40.6837
838932146	0.2404	124.106	1.19649	40.5101
838932147	0.240004	121.673	1.13861	41.2093
838932148	0.239785	124.061	1.17366	41.068
838932149	0.241865	122.414	1.13874	40.9982
838932150	0.241971	123.564	1.15671	40.7032
838932151	0.242534	123.668	1.17518	40.3126
838932152	0.2407	123.686	1.16926	40.6169
838932153	0.241711	123.458	1.14985	40.9281
838932154	0.241385	125.202	1.18081	40.642
838932155	0.241335	122.778	1.11558	41.4198
838932156	0.239992	124.961	1.19948	40.5568
838932157	0.241684	122.25	1.12773	41.1714
838932158	0.24023	123.556	1.17631	40.783
838932159	0.244083	124.17	1.15298	40.3654
838932160	0.243036	123.934	1.17138	40.3545
838932161	0.242559	123.572	1.17081	40.3396
838932162	0.242057	123.874	1.175	40.4195
838932163	0.242681	122.676	1.15396	40.632
838932164	0.242617	123.515	1.15543	40.5283
838932165	0.24292	125.029	1.15535	40.6276
838932166	0.243071	124.322	1.16734	40.3318
838932167	0.243373	123.061	1.14784	40.5494
838932168	0.243912	123.001	1.16697	40.1204
838932169	0.242818	122.874	1.14279	40.6608
838932170	0.241401	122.988	1.16457	40.5569
838932171	0.242189	122.074	1.13286	41.0012
838932172	0.241283	123.192	1.16205	40.867
838932173	0.240388	123.395	1.17334	40.8741
838932174	0.241836	123.664	1.15416	40.8212
838932175	0.241939	122.362	1.13143	41.1281
838932176	0.241593	123.063	1.13424	41.0871
838932177	0.241955	121.997	1.13958	40.8674
838932178	0.24142	123.009	1.18072	40.3073
838932179	0.240468	124.149	1.17624	40.7151
838932180	0.240522	123.667	1.17968	40.7222
838932181	0.24106	124.312	1.19271	40.42
838932182	0.239844	123.572	1.184	40.7551
838932183	0.241186	122.148	1.17689	40.3866
838932184	0.242582	123.521	1.17311	40.1814
838932185	0.243327	123.264	1.17842	39.7628
838932186	0.243301	123.092	1.17028	40.0534
838932187	0.242393	122.547	1.15114	40.6127
838932188	0.242334	121.277	1.15072	40.469
838932189	0.243764	123.616	1.1644	40.2736
838932190	0.242033	124.785	1.1814	40.4333
838932191	0.240618	123.949	1.15078	41.1856
838932192	0.240583	124.35	1.16539	40.9101
838932193	0.242961	123.399	1.14816	40.6247
838932194	0.242701	122.871	1.12834	41.0498
838932195	0.242197	122.366	1.11486	41.2895
838932196	0.241743	123.071	1.13834	41.0439
838932197	0.242357	122.59	1.15898	40.5342
838932198	0.240832	123.002	1.17174	40.6138
838932199	0.241553	124.442	1.14164	41.1607
838932200	0.243261	123.166	1.15182	40.4283
838932201	0.242764	123.185	1.15306	40.5061
838932202	0.241642	124.434	1.19042	40.3463
838932203	0.240804	122.928	1.118	41.4763
838932204	0.242038	122.927	1.17171	40.2637
838932205	0.242065	123.407	1.14924	40.8156
838932206	0.241717	122.763	1.14842	40.7882
838932207	0.241884	122.396	1.14588	40.7922
838932208	0.241823	122.176	1.13782	41.018
838932209	0.2432	122.905	1.13399	40.7812
838932210	0.241587	124.208	1.19364	40.0804
838932211	0.242484	122.117	1.15807	40.4217
838932212	0.241345	123.371	1.15555	40.828
838932213	0.242126	122.694	1.15938	40.6161
