crystal rawid	A 	 	t_0 	alpha 	beta 
838932214	0.241674	124.072	1.16774	40.7223
838932215	0.242058	123.231	1.18609	40.1836
838932216	0.240821	123.709	1.15039	41.1537
838932217	0.240948	124.055	1.17594	40.6572
838932218	0.241016	123.187	1.14919	40.8375
838932219	0.242407	123.934	1.16413	40.6579
838932220	0.241214	125.797	1.21776	39.8153
838932221	0.240513	123.834	1.18114	40.6924
838932222	0.240736	123.322	1.1671	40.8526
838932223	0.241042	124.254	1.177	40.6706
838932224	0.239651	125.146	1.15426	41.4461
838932225	0.240943	124.344	1.19217	40.2741
838932226	0.24102	123.18	1.15932	40.916
838932227	0.240978	123.973	1.18284	40.4122
838932228	0.241025	122.858	1.16928	40.5637
838932229	0.241165	125.015	1.15459	41.1644
838932230	0.242055	126.176	1.18287	40.6078
838932231	0.242468	124.243	1.19062	40.135
838932232	0.241002	125.585	1.18511	40.7253
838932233	0.243328	124.124	1.16532	40.3058
838932234	0.241803	125.428	1.19313	40.3302
838932235	0.242583	123.36	1.15884	40.5083
838932236	0.240512	123.624	1.20828	39.9431
838932237	0.241388	123.506	1.14119	41.2377
838932238	0.241229	124.046	1.16649	40.7626
838932239	0.243466	123.358	1.14629	40.6494
838932240	0.241422	124.773	1.16466	40.925
838932241	0.241128	123.835	1.1466	41.196
838932242	0.241809	123.529	1.16489	40.5481
838932243	0.242288	123.579	1.16077	40.6621
838932244	0.243101	124.074	1.18042	40.1781
838932245	0.242196	122.892	1.1636	40.4539
838932246	0.241891	123.789	1.17105	40.472
838932247	0.240311	122.071	1.16342	40.824
838932248	0.24027	123.579	1.17975	40.6577
838932249	0.240968	123.548	1.13976	41.3526
838932250	0.240914	124.341	1.18241	40.6124
838932251	0.240841	122.874	1.14702	41.0547
838932252	0.24141	123.32	1.17548	40.5467
838932253	0.242175	122.054	1.17393	40.268
838932254	0.242229	123.905	1.15065	40.8582
838932255	0.240662	125.345	1.18509	40.6685
838932256	0.242037	123.639	1.15244	40.8194
838932257	0.240062	123.665	1.18808	40.569
838932258	0.241717	123.27	1.14876	40.871
838932259	0.241564	124.746	1.16727	40.7164
838932260	0.241702	124.311	1.18196	40.4858
838932261	0.240746	124.193	1.17391	40.6715
838932262	0.241517	124.687	1.20203	40.2072
838932263	0.242267	123.257	1.15131	40.6561
838932264	0.24224	125.413	1.19081	40.3469
838932265	0.241333	124.086	1.16991	40.6495
838932266	0.240216	124.634	1.1812	40.8515
838932267	0.240787	123.398	1.16941	40.9047
838932268	0.241462	123.485	1.15894	40.7356
838932269	0.244185	122.431	1.12717	40.542
838932270	0.243667	123.69	1.15096	40.3425
838932271	0.242563	123.178	1.16278	40.3479
838932272	0.242614	123.282	1.15477	40.5534
838932273	0.242574	122.763	1.12429	41.0952
838932274	0.243657	123.835	1.15426	40.3036
838932275	0.241943	123.822	1.16542	40.5767
838932276	0.242345	124.136	1.19307	40.037
838932277	0.24393	121.891	1.11077	40.8481
838932278	0.243164	122.499	1.12817	40.7358
838932279	0.243649	123.689	1.13273	40.7331
838932280	0.245443	121.898	1.12199	40.3384
838932281	0.243301	122.71	1.14485	40.4839
838932282	0.243311	123.368	1.14995	40.5496
838932283	0.242924	123.007	1.13109	40.9635
838932284	0.244271	123.72	1.14165	40.5319
838932285	0.244002	123.151	1.11817	40.9511
838932286	0.243143	122.179	1.11141	41.0373
838932287	0.24268	122.52	1.12118	41.083
838932288	0.242798	122.092	1.09717	41.3772
838932289	0.242086	124.368	1.04493	41.7393
838932290	0.241844	123.712	1.14748	40.9442
838932291	0.240354	122.805	1.16536	40.4499
838932292	0.24171	124.334	1.18266	40.4448
838932293	0.242092	122.031	1.13523	40.8212
838932294	0.242633	124.574	1.09762	40.9601
838932295	0.243172	122.496	1.16287	40.2123
838932296	0.242962	122.578	1.13098	40.7825
838932297	0.241763	122.804	1.18592	40.0103
838932298	0.241762	123.225	1.18245	40.2532
838932299	0.241583	123.635	1.16264	40.5549
838932300	0.242266	123.434	1.1812	40.0006
838932301	0.242281	123.397	1.17004	40.2637
838932302	0.240919	123.15	1.17955	40.4863
838932303	0.241596	122.697	1.16134	40.6295
838932304	0.242269	124.79	1.16225	40.7511
838932305	0.24099	123.934	1.16337	40.802
838932306	0.241127	124.463	1.20052	40.2577
838932307	0.241217	123.139	1.13785	41.1018
838932308	0.240535	123.989	1.17255	40.7678
838932309	0.241027	123.794	1.14325	41.344
838932310	0.240893	123.82	1.18868	40.5133
838932311	0.240772	121.449	1.0994	41.6905
838932312	0.240283	123.32	1.1795	40.7172
838932313	0.239775	123.827	1.18529	40.7296
838932314	0.241542	123.514	1.15257	40.9141
838932315	0.240419	124.348	1.19107	40.4657
838932316	0.239855	123.744	1.18894	40.5436
838932317	0.239809	123.705	1.17761	40.8003
838932318	0.24001	124.368	1.18443	40.7146
838932319	0.241387	123.561	1.15272	40.8864
838932320	0.242261	123.584	1.16975	40.4514
838932321	0.24007	124.417	1.20559	40.4696
838932322	0.239439	123.896	1.18412	40.885
838932323	0.240265	123.1	1.15922	41.0594
838932324	0.242136	124.972	1.1747	40.5889
838932325	0.241538	124.638	1.20846	39.9228
838932326	0.240896	123.7	1.16552	40.644
838932327	0.239695	124.796	1.19034	40.8347
838932328	0.241707	124.406	1.19055	40.3094
838932481	0.240972	123.145	1.16923	40.6481
838932482	0.240369	124.075	1.1793	40.6347
838932483	0.241882	123.386	1.15525	40.6448
838932484	0.242884	123.502	1.15988	40.59
838932485	0.242094	125.36	1.12366	40.5345
838932486	0.240247	123.45	1.17352	40.6717
838932487	0.240953	123.688	1.19416	40.2401
838932488	0.241944	123.428	1.16199	40.583
838932489	0.240312	124.341	1.17204	40.9707
838932490	0.24232	124.546	1.20097	40.0193
838932491	0.24244	124.188	1.18444	40.2211
838932492	0.242734	123.398	1.15322	40.5088
838932493	0.242403	125.261	1.15848	40.3558
838932494	0.243466	124.27	1.20304	39.692
838932495	0.24288	125.418	1.19562	40.0867
838932496	0.239989	124.961	1.05551	41.9445
838932497	0.240473	123.885	1.16879	40.7155
838932498	0.241195	123.519	1.1624	40.6157
838932499	0.241118	124.428	1.1819	40.6139
838932500	0.240751	124.338	1.16982	40.9041
838932501	0.241188	124.303	1.16834	40.7713
838932502	0.240453	126.607	1.25538	39.758
838932503	0.242924	124.28	1.20658	39.7623
838932504	0.241752	125.532	1.14537	41.224
838932505	0.241872	125.856	1.16288	40.8298
838932506	0.242427	124.112	1.18326	40.2336
838932507	0.239781	124.81	1.19254	40.7085
838932508	0.241085	124.775	1.19225	40.4629
838932509	0.242053	124.77	1.20719	40.0342
838932510	0.242589	124.346	1.1811	40.3168
838932511	0.243467	123.472	1.17717	39.9494
838932512	0.242313	124.495	1.18683	40.2911
838932513	0.242345	124.328	1.15421	40.7388
838932514	0.242062	125.58	1.19809	40.2358
838932515	0.242545	125.187	1.17265	40.6026
838932516	0.241747	123.451	1.20018	39.9735
838932517	0.240569	123.85	1.19056	40.5297
838932518	0.240898	123.766	1.19405	40.325
838932519	0.24219	123.515	1.1938	40.07
838932520	0.241662	123.036	1.12869	41.2051
838932521	0.241708	122.839	1.17426	40.368
838932522	0.241932	122.393	1.15014	40.7954
838932523	0.242018	123.915	1.19667	40.0263
838932524	0.242156	122.641	1.16726	40.3696
838932525	0.243345	123.653	1.16984	40.1896
838932526	0.241173	124.118	1.17745	40.6555
838932527	0.241547	123.832	1.18332	40.2353
838932528	0.241798	123.941	1.174	40.5096
838932529	0.242018	124.522	1.20548	39.9211
838932530	0.242495	124.152	1.16742	40.589
838932531	0.242507	123.276	1.18844	40.0144
838932532	0.242091	124.712	1.20848	39.8864
838932533	0.242556	123.505	1.17141	40.1745
838932534	0.241974	125.181	1.19006	40.3166
838932535	0.243108	123.82	1.17452	40.2581
838932536	0.241637	123.907	1.18082	40.3843
838932537	0.241571	122.922	1.16249	40.6047
838932538	0.239713	124.754	1.2024	40.4159
838932539	0.241643	124.407	1.20592	39.9251
838932540	0.241952	124.165	1.17414	40.569
838932541	0.24214	123.374	1.14207	40.9715
838932542	0.24142	122.408	1.13126	41.1012
838932543	0.241909	125.362	1.18641	40.4041
838932544	0.242074	124.097	1.18065	40.3674
838932545	0.243351	125.199	1.15936	40.4887
838932546	0.243472	121.38	1.13203	40.5047
838932547	0.242998	123.894	1.17105	40.4103
838932548	0.242723	124.983	1.17483	40.4571
838932549	0.24347	123.907	1.17164	39.9418
838932550	0.244161	123.166	1.15763	40.0584
838932551	0.240761	124.818	1.16167	40.9434
838932552	0.241861	124.015	1.16219	40.7231
838932553	0.242146	123.877	1.1165	41.4091
838932554	0.241881	124.361	1.17207	40.5785
838932555	0.243689	123.372	1.12772	40.8071
838932556	0.241368	122.276	1.15145	40.4954
838932557	0.242832	123.802	1.19291	39.8918
838932558	0.241862	123.612	1.20026	39.9971
838932559	0.240942	124.476	1.17186	40.8961
838932560	0.241183	124.819	1.16003	41.0007
838932561	0.243315	121.546	1.14452	40.324
838932562	0.241435	124.012	1.18567	40.321
838932563	0.241531	123.851	1.17979	40.3675
838932564	0.242539	123.668	1.18034	40.1583
838932565	0.242268	123.331	1.16296	40.4244
838932566	0.241602	123.802	1.17401	40.4841
838932567	0.240037	123.356	1.16948	40.8311
838932568	0.240178	124.093	1.1805	40.5333
838932569	0.242028	124.39	1.19506	40.1315
838932570	0.243423	123.188	1.17002	40.0616
838932571	0.240414	123.787	1.1895	40.5862
838932572	0.241106	123.847	1.20923	40.0195
838932573	0.242055	122.898	1.16176	40.5047
838932574	0.241534	124.516	1.1832	40.5056
838932575	0.24109	125.709	1.19939	40.4865
838932576	0.240966	123.261	1.16454	40.7475
838932577	0.241449	124.437	1.19098	40.3601
838932578	0.241572	124.36	1.19009	40.3514
838932579	0.241902	124.144	1.17729	40.4682
838932580	0.24151	123.12	1.16761	40.579
838932581	0.241824	122.717	1.15364	40.7952
838932582	0.241841	124.151	1.1803	40.4944
838932583	0.240948	123.847	1.15437	41.0702
838932584	0.242057	124.539	1.17801	40.1819
838932585	0.242186	124.535	1.18613	40.3209
838932586	0.241746	124.009	1.17315	40.4731
838932587	0.241896	123.642	1.16026	40.6104
838932588	0.24085	123.384	1.1181	41.6966
838932589	0.243412	123.616	1.16605	40.2308
838932590	0.242764	124.451	1.15921	40.5777
838932591	0.242417	123.313	1.1418	40.8503
838932592	0.241787	125.108	1.1765	40.6846
838932593	0.242406	123.466	1.15859	40.672
838932594	0.241839	125.035	1.17038	40.7565
838932595	0.243384	124.472	1.15952	40.5686
838932596	0.242634	123.802	1.185	40.152
838932597	0.241176	123.799	1.15431	40.9175
838932598	0.240792	123.14	1.14647	41.2404
838932599	0.242164	125.11	1.17731	40.5397
838932600	0.241357	124.54	1.13773	41.3444
838932601	0.241265	123.982	1.16493	40.8102
838932602	0.240065	124.549	1.18276	40.8027
838932603	0.241273	125.099	1.16813	40.2934
838932604	0.242383	124.379	1.18894	40.1007
838932605	0.243422	124.271	1.155	40.6142
838932606	0.241698	123.719	1.16925	40.6017
838932607	0.241278	123.927	1.17044	40.7448
838932608	0.243014	123.365	1.15466	40.5256
838932609	0.24144	123.696	1.15382	41.0059
838932610	0.243648	124.653	1.20176	39.4741
838932611	0.243076	123.677	1.16937	40.273
838932612	0.241396	124.454	1.1913	40.3086
838932613	0.242143	125.03	1.19281	40.19
838932614	0.244163	123.714	1.1883	39.6995
838932615	0.243129	123.995	1.1735	40.2353
838932616	0.242448	124.498	1.19959	39.9698
838932617	0.241721	123.824	1.18959	40.0548
838932618	0.242589	124.234	1.18936	40.1141
838932619	0.242665	123.428	1.16264	40.4253
838932620	0.242289	124.689	1.2069	39.8854
838932621	0.241631	122.813	1.15954	40.6355
838932622	0.24075	123.659	1.17482	40.8589
838932623	0.240821	124.211	1.18775	40.4935
838932624	0.242267	124.872	1.18157	40.3909
838932625	0.241664	123.513	1.14243	41.0478
838932626	0.240912	124.059	1.17333	40.6778
838932627	0.241125	124.345	1.19515	40.2809
838932628	0.242088	123.493	1.18175	40.3379
838932629	0.242478	123.792	1.17002	40.3652
838932630	0.241789	124.511	1.18893	40.2945
838932631	0.241094	123.892	1.16732	40.7366
838932632	0.241639	124.28	1.18398	40.4155
838932633	0.242158	123.914	1.1776	40.379
838932634	0.242291	124.603	1.16355	40.6252
838932635	0.240173	118.901	0.933279	44.1582
838932636	0.241936	122.685	1.17125	40.2149
838932637	0.241343	122.943	1.16071	40.8277
838932638	0.241127	123.301	1.18367	40.4299
838932639	0.241869	123.762	1.15836	40.8289
838932640	0.241172	123.926	1.14318	41.2092
838932641	0.241236	123.82	1.16411	40.7507
838932642	0.241282	123.946	1.17257	40.5369
838932643	0.241928	123.484	1.15278	40.774
838932644	0.24179	124.581	1.189	40.4533
838932645	0.241472	125.1	1.16589	40.9375
838932646	0.24089	123.857	1.16978	40.7537
838932647	0.240794	123.156	1.1695	40.7862
838932648	0.241753	123.17	1.17666	40.3516
838932649	0.241941	124.505	1.20205	40.0909
838932650	0.242348	124.508	1.19667	40.1121
838932651	0.243176	121.835	1.14822	40.3388
838932652	0.241585	123.398	1.18971	40.136
838932653	0.242089	124.062	1.18782	40.1297
838932654	0.241915	123.85	1.1789	40.3033
838932655	0.243132	123.092	1.18027	40.0475
838932656	0.240506	123.414	1.17236	40.7488
838932657	0.240634	123.139	1.17515	40.6564
838932658	0.241752	124.362	1.11339	40.9864
838932659	0.241778	123.546	1.14259	41.1365
838932660	0.241697	124.713	1.19788	40.2297
838932661	0.24258	123.255	1.15935	40.448
838932662	0.241711	124.296	1.19336	40.1838
838932663	0.242107	125.127	1.18359	40.3465
838932664	0.242645	124.438	1.19648	40.0171
838932665	0.242135	125.767	1.21117	40.0121
838932666	0.240553	124.445	1.1747	40.8641
838932667	0.243238	122.699	1.1314	40.6863
838932668	0.241282	124.888	1.20148	40.2554
838932669	0.24205	124.973	1.18755	40.296
838932670	0.241703	124.175	1.13839	41.0595
838932671	0.242672	123.04	1.14899	40.5771
838932672	0.241817	123.621	1.16079	40.6995
838932673	0.242388	123.649	1.17067	40.3434
838932674	0.242115	123.148	1.15453	40.5139
838932675	0.241762	123.256	1.12665	41.335
838932676	0.24346	123.918	1.18437	39.9536
838932677	0.243905	123.383	1.1391	40.4155
838932678	0.242784	124.188	1.17456	40.1378
838932679	0.243499	124.649	1.17842	40.0955
838932680	0.244403	123.848	1.13581	40.6217
838932681	0.241152	123.091	1.15538	40.8706
838932682	0.242251	123.135	1.19084	39.9642
838932683	0.241962	123.919	1.17937	40.4169
838932684	0.241569	124.069	1.17619	40.485
838932685	0.241662	122.331	1.14629	40.6116
838932686	0.241374	122.792	1.16168	40.7496
838932687	0.241193	123.282	1.17833	40.5191
838932688	0.241326	123.072	1.16424	40.6241
838932689	0.241033	124.412	1.17492	40.6847
838932690	0.240837	125.084	1.20481	40.4612
838932691	0.240229	122.751	1.1654	41.1466
838932692	0.240839	123.384	1.205	40.0323
838932693	0.239705	123.454	1.18474	40.5976
838932694	0.240432	124.187	1.18895	40.4704
838932695	0.240858	123.653	1.15639	40.9112
838932696	0.24191	123.711	1.17437	40.4074
838932697	0.242192	123.658	1.16479	40.5962
838932698	0.241143	122.537	1.15822	40.5437
838932699	0.241689	124.736	1.19487	40.2508
838932700	0.243171	124.618	1.182	39.9105
838932701	0.241518	124.623	1.13704	40.5362
838932702	0.241189	123.854	1.16184	40.8839
838932703	0.24066	124.877	1.19899	40.4119
838932704	0.242184	124.759	1.1955	40.2281
838932705	0.241066	125.074	1.15999	41.088
838932706	0.242208	123.514	1.16362	40.4572
838932707	0.241442	124.413	1.18437	40.5224
838932708	0.242611	124.303	1.19406	40.0635
838932709	0.242596	124.226	1.18545	40.1369
838932710	0.243829	123.929	1.15235	40.4926
838932711	0.241208	124.466	1.17706	40.6296
838932712	0.241326	124.434	1.18036	40.5469
838932713	0.241813	125.079	1.17805	40.6234
838932714	0.241839	125.665	1.16387	40.576
838932715	0.240925	124.862	1.16157	41.0054
838932716	0.240852	124.447	1.18746	40.5518
838932717	0.24042	124.729	1.1855	40.6987
838932718	0.2417	124.694	1.2068	40.0868
838932719	0.240563	123.752	1.14907	41.1292
838932720	0.242939	123.694	1.17438	40.2963
838932721	0.24156	123.299	1.18196	40.4159
838932722	0.242359	123.42	1.17314	40.2641
838932723	0.241116	123.751	1.1927	40.2931
838932724	0.242113	123.614	1.18076	40.2126
838932725	0.242511	124.806	1.13901	40.6274
838932726	0.241894	123.894	1.15597	40.7937
838932727	0.242587	124.787	1.19777	39.895
838932728	0.242669	124.627	1.18158	40.2032
838932729	0.242419	124.182	1.15356	40.5941
838932730	0.24173	125.004	1.16035	40.8371
838932731	0.242003	124.139	1.19056	40.199
838932732	0.241476	123.114	1.13837	41.0476
838932733	0.242954	122.104	1.14172	40.464
838932734	0.241421	124.571	1.20335	40.0818
838932735	0.24154	124.66	1.18454	40.46
838932736	0.241071	124.224	1.17682	40.6632
838932737	0.242774	123.644	1.16505	40.5321
838932738	0.240972	124.015	1.19747	40.0199
838932739	0.242056	125.194	1.20296	39.8048
838932740	0.241689	125.024	1.18086	40.4738
838932741	0.241639	123.794	1.16518	40.6632
838932742	0.243616	123.795	1.1842	39.9156
838932743	0.242922	124.503	1.16969	40.3972
838932744	0.243024	124.59	1.16829	40.3668
838932745	0.243512	124.76	1.18085	40.1079
838932746	0.24136	123.929	1.16383	40.7775
838932747	0.241438	124.633	1.19021	40.4154
838932748	0.242151	124.5	1.1519	40.9072
838932749	0.241381	125.283	1.17256	40.7551
838932750	0.242288	125.114	1.16119	40.9047
838932751	0.243342	124.822	1.15215	40.125
838932752	0.240499	125.053	1.19366	40.6191
838932753	0.243422	125.53	1.06538	41.2714
838932754	0.243029	125.589	1.19667	40.1413
838932755	0.242502	125.19	1.17671	40.4144
838932756	0.241581	124.316	1.19103	40.2839
838932757	0.241856	122.773	1.17595	40.124
838932758	0.240289	124.823	1.18432	40.8438
838932759	0.242051	124.881	1.21291	39.8925
838932760	0.242383	124.35	1.19369	40.0506
838932761	0.241539	123.522	1.16385	40.6199
838932762	0.241685	124.073	1.17389	40.5023
838932763	0.242858	122.836	1.1864	39.8999
838932764	0.241913	124.42	1.18806	40.3303
838932765	0.241354	124.456	1.15173	40.9668
838932766	0.240983	124.222	1.17787	40.3343
838932767	0.240057	124.909	1.17078	40.7454
838932768	0.241037	124.596	1.19665	40.3527
838932769	0.241753	125.033	1.20883	40.134
838932770	0.24118	124.919	1.1558	41.1078
838932771	0.240574	124.202	1.2042	40.3083
838932772	0.241702	124.601	1.20447	40.0899
838932773	0.241231	124.668	1.19334	40.4381
838932774	0.240327	125.008	1.19009	40.7502
838932775	0.240638	125.683	1.18626	40.7746
838932776	0.240942	123.414	1.1799	40.5407
838932777	0.24159	124.029	1.18142	40.4244
838932778	0.241872	123.948	1.18634	40.2348
838932779	0.239974	123.852	1.18155	40.7966
838932780	0.241439	124.661	1.19236	40.4112
838932781	0.242958	122.178	1.13734	40.7174
838932782	0.241784	124.257	1.17598	40.6059
838932783	0.242909	123.961	1.14357	40.7067
838932784	0.243095	125.58	1.12985	40.4558
838932785	0.242297	124.281	1.1452	40.9617
838932786	0.241242	124.079	1.16479	40.8668
838932787	0.242538	123.256	1.15052	40.6479
838932788	0.242012	124.201	1.17785	40.4269
